loyalty_number,total_flights_historical,total_distance_historical,total_points_accumulated,total_points_redeemed,tenure_months,clv,loyalty_card,salary,province,marital_status,education,gender,enrollment_year,churned,redemption_ratio
219270,12,25519.0,25519.0,0,18,25807.06,Aurora,84015.0,Ontario,Married,Bachelor,Male,2017,1,0.0
219276,33,45563.0,45563.0,0,18,9144.86,Nova,47383.0,Quebec,Married,Bachelor,Male,2014,0,0.0
219413,35,52406.0,52406.0,1996,18,4723.82,Star,47673.0,Ontario,Married,Bachelor,Male,2017,0,0.03808724191886425
219431,27,38550.0,57825.0,716,5,3982.27,Star,73544.0,British Columbia,Divorced,College,Male,2018,0,0.012382187635105924
219555,14,16467.0,16467.0,0,18,16301.97,Aurora,100817.0,Saskatchewan,Married,Master,Male,2012,0,0.0
219714,27,45583.0,45583.0,466,18,3539.97,Nova,73544.0,Ontario,Single,College,Female,2016,0,0.010223109492573986
219747,29,41455.0,41455.0,349,18,9955.49,Nova,73544.0,British Columbia,Single,College,Male,2015,0,0.008418767338077433
219779,19,29748.0,29748.0,630,18,22563.62,Aurora,48770.0,Ontario,Married,Bachelor,Female,2013,0,0.02117789431222267
219984,4,3092.0,4638.0,0,5,32437.05,Star,73544.0,Quebec,Divorced,College,Female,2018,0,0.0
220131,43,62315.840000003576,93473.76000000536,0,5,10364.35,Star,74587.0,Quebec,Married,Bachelor,Female,2018,0,0.0
220244,33,41937.0,41937.0,1137,18,4446.74,Nova,73544.0,British Columbia,Single,College,Female,2014,0,0.027112096716503328
220358,16,24881.0,24881.0,544,18,5126.04,Aurora,78114.0,Ontario,Married,Bachelor,Male,2017,0,0.02186407298742012
220538,14,20776.0,20776.0,415,18,2548.39,Star,48042.0,British Columbia,Divorced,Bachelor,Male,2017,0,0.019974971120523682
220564,29,36789.0,36789.0,0,18,4458.11,Star,94440.0,Ontario,Divorced,Master,Male,2014,0,0.0
220616,47,68034.0,68034.0,409,18,3483.63,Nova,63359.0,Ontario,Married,Bachelor,Female,2016,0,0.006011700032336773
220794,35,55716.0,55716.0,1417,18,13248.64,Aurora,50254.0,Manitoba,Married,Bachelor,Male,2015,0,0.025432550793308924
220802,17,26873.0,26873.0,419,18,6861.28,Star,73544.0,Quebec,Single,College,Female,2013,0,0.01559185799873479
220806,28,37335.0,37335.0,374,18,3823.85,Nova,73544.0,Quebec,Single,College,Female,2015,0,0.010017409937056382
220808,27,51914.0,77871.0,0,5,4358.76,Star,62932.0,British Columbia,Divorced,Bachelor,Female,2018,0,0.0
220822,35,57756.0,57756.0,486,18,21423.64,Nova,73544.0,Ontario,Married,College,Male,2013,0,0.008414710159983378
220892,22,27250.0,27250.0,961,18,16172.94,Nova,79023.0,Ontario,Single,Bachelor,Female,2016,0,0.03526605504587156
221075,19,29485.0,29485.0,0,18,7713.49,Nova,65206.0,Alberta,Single,Bachelor,Female,2015,0,0.0
221204,30,53172.0,53172.0,375,18,6969.88,Star,269847.0,Manitoba,Married,Doctor,Male,2013,0,0.007052584066802077
221205,29,47478.0,47478.0,393,18,25169.19,Star,59188.0,Manitoba,Married,Bachelor,Female,2016,0,0.008277518008340706
221254,33,50773.0,50773.0,2119,18,4362.93,Nova,74964.0,British Columbia,Married,Bachelor,Male,2015,1,0.04173478029661434
221287,28,38704.0,38704.0,388,18,6277.84,Aurora,47291.0,British Columbia,Single,Bachelor,Female,2016,0,0.010024803637866887
221328,21,29190.0,29190.0,495,18,3571.83,Star,86738.0,Ontario,Divorced,Bachelor,Male,2013,0,0.01695786228160329
221345,26,26555.0,26555.0,0,18,7785.67,Star,46905.0,Quebec,Married,Bachelor,Male,2015,0,0.0
221388,27,43150.0,43150.0,441,18,4531.37,Star,73544.0,Ontario,Married,College,Male,2013,0,0.010220162224797219
221446,26,51056.0,51056.0,0,18,9429.63,Nova,63965.0,Ontario,Married,Bachelor,Female,2013,0,0.0
221469,32,38572.0,38572.0,314,18,8679.84,Nova,70482.0,Quebec,Married,Bachelor,Male,2013,0,0.008140620138960905
221643,35,38609.0,38609.0,619,18,8314.31,Star,61504.0,Ontario,Married,Bachelor,Female,2013,0,0.0160325312750913
221721,24,34623.0,34623.0,956,18,12265.6,Nova,58025.0,Ontario,Divorced,Bachelor,Male,2012,0,0.0276117032030731
221775,37,48800.0,48800.0,0,18,11293.98,Aurora,73544.0,Ontario,Married,College,Male,2014,0,0.0
221813,23,41986.0,62979.0,0,5,2906.3,Nova,84747.0,British Columbia,Married,Bachelor,Male,2018,0,0.0
221862,39,67675.0,67675.0,1322,18,2732.61,Star,63348.0,British Columbia,Married,Bachelor,Female,2016,0,0.019534540081270778
221993,7,10582.0,10582.0,0,18,9416.91,Star,83570.0,Alberta,Married,Bachelor,Female,2017,0,0.0
222050,4,6736.0,10104.0,0,5,4650.06,Nova,122233.0,British Columbia,Single,Master,Female,2018,0,0.0
222065,31,48198.0,48198.0,423,18,8079.83,Nova,85511.0,New Brunswick,Married,Doctor,Male,2013,0,0.008776297771691772
222102,42,58386.0,58386.0,946,18,10330.44,Aurora,73236.0,Quebec,Married,Bachelor,Male,2012,0,0.016202514301373618
222278,17,28307.0,28307.0,998,18,6047.03,Star,46831.0,Alberta,Married,Bachelor,Female,2012,0,0.035256297029003424
222280,12,25824.0,38736.0,0,5,6466.3,Aurora,73544.0,Quebec,Divorced,College,Female,2018,0,0.0
222453,28,50554.0,50554.0,599,18,5438.7,Aurora,70485.0,British Columbia,Married,Bachelor,Female,2016,0,0.011848716224235471
222490,22,33242.0,33242.0,1456,18,20314.44,Nova,62800.0,Quebec,Divorced,Bachelor,Female,2015,0,0.04380001203297034
222743,31,44756.0,44756.0,516,18,22647.22,Star,126075.0,Ontario,Divorced,Master,Male,2012,0,0.011529180445079988
222748,36,59019.0,59019.0,368,18,2674.23,Star,56384.0,Saskatchewan,Married,Bachelor,Male,2014,0,0.006235280164014978
222874,29,47549.0,47549.0,2064,18,8509.85,Nova,250253.0,British Columbia,Divorced,Doctor,Female,2014,0,0.04340785295169194
222929,28,48726.0,48726.0,550,18,2444.9,Star,67377.0,British Columbia,Single,Bachelor,Male,2015,0,0.011287608258424661
222960,29,39782.0,39782.0,0,18,5207.99,Aurora,91792.0,Quebec,Married,Bachelor,Female,2015,0,0.0
223313,9,15409.0,15409.0,0,18,9015.92,Aurora,73544.0,British Columbia,Single,College,Female,2017,0,0.0
223354,24,35669.0,35669.0,557,18,5405.52,Aurora,81110.0,Ontario,Married,Bachelor,Male,2016,0,0.015615800835459362
223534,42,58262.0,58262.0,0,18,13094.2,Star,59377.0,Quebec,Married,Bachelor,Male,2013,0,0.0
223587,17,29707.0,29707.0,554,18,4013.96,Star,100167.0,British Columbia,Married,Bachelor,Female,2017,0,0.018648803312350623
223632,33,45849.0,45849.0,410,18,7891.58,Nova,52704.0,Ontario,Married,Bachelor,Female,2013,0,0.008942397871273091
223946,31,44533.0,44533.0,434,18,4942.87,Aurora,91978.0,Quebec,Divorced,Bachelor,Female,2015,0,0.009745581928008442
223958,15,29227.0,29227.0,0,18,3435.25,Star,78993.0,Ontario,Married,Bachelor,Male,2017,0,0.0
224000,31,48144.0,48144.0,1016,18,2938.08,Nova,61899.0,Ontario,Divorced,Bachelor,Female,2016,0,0.02110335659687604
224130,37,52112.0,52112.0,786,18,2592.93,Star,74028.0,Manitoba,Divorced,Bachelor,Female,2012,0,0.015082898372735647
224298,22,31878.0,31878.0,1069,18,2398.35,Star,101609.0,Ontario,Single,Doctor,Male,2016,0,0.033534098751490056
224384,38,41883.0,41883.0,1316,18,4528.74,Star,97789.0,Ontario,Married,Bachelor,Female,2013,0,0.031420862879927416
224402,25,38378.0,38378.0,0,18,4878.95,Star,63634.0,Ontario,Married,Bachelor,Male,2016,0,0.0
224661,50,84981.0,84981.0,0,18,7444.94,Aurora,73544.0,Quebec,Single,College,Male,2015,0,0.0
224664,41,66580.0,66580.0,419,18,3113.34,Nova,94534.0,Quebec,Married,Bachelor,Female,2013,0,0.006293181135476119
224666,13,15282.0,15282.0,0,18,5061.18,Star,75238.0,New Brunswick,Married,Bachelor,Male,2017,0,0.0
224691,22,33392.0,33392.0,0,18,7343.35,Aurora,73544.0,Ontario,Single,College,Female,2016,0,0.0
224740,43,49146.0,49146.0,2467,18,3459.04,Nova,103005.0,Quebec,Married,Bachelor,Male,2012,0,0.05019737109835999
224854,21,33874.0,33874.0,0,18,2619.34,Star,89435.0,Yukon,Divorced,Bachelor,Female,2017,0,0.0
224924,30,53836.0,53836.0,0,18,3615.89,Nova,73544.0,British Columbia,Married,College,Male,2013,0,0.0
224952,36,55988.0,55988.0,732,18,4200.82,Star,102894.0,Ontario,Single,Master,Male,2013,0,0.013074230192184039
225067,24,30690.0,30690.0,780,18,2298.38,Star,73544.0,Ontario,Married,College,Male,2014,0,0.02541544477028348
225077,23,30109.0,30109.0,551,18,4636.55,Star,123828.0,Saskatchewan,Married,Master,Female,2012,0,0.01830017602710153
225087,30,37818.0,37818.0,0,18,8029.39,Nova,102791.0,Ontario,Single,Bachelor,Female,2012,0,0.0
225088,26,41039.0,41039.0,0,18,4170.34,Star,97991.0,British Columbia,Married,Bachelor,Male,2015,0,0.0
225262,33,50774.0,50774.0,0,18,6991.25,Star,58114.0,Ontario,Married,High School or Below,Male,2016,0,0.0
225279,31,55423.0,83134.5,0,5,2690.78,Star,67271.0,Ontario,Married,Bachelor,Male,2018,0,0.0
225318,33,50128.0,50128.0,486,18,2739.06,Nova,73544.0,British Columbia,Married,College,Male,2012,0,0.009695180338333866
225327,27,41777.0,41777.0,0,18,25807.06,Nova,84015.0,Ontario,Married,Bachelor,Male,2015,0,0.0
225363,25,35535.0,35535.0,1297,18,15363.85,Aurora,121570.0,Alberta,Divorced,Doctor,Female,2015,0,0.03649922611509779
225482,25,45716.0,45716.0,0,18,5577.54,Aurora,103522.0,Quebec,Married,Bachelor,Female,2013,0,0.0
225486,38,60396.0,60396.0,483,18,23435.73,Aurora,63271.0,Quebec,Married,Bachelor,Male,2013,0,0.007997218358831711
225576,20,37292.0,55938.0,0,5,11378.89,Aurora,57411.0,Ontario,Married,Bachelor,Male,2018,0,0.0
225746,34,43022.0,43022.0,379,18,41143.09,Aurora,78464.0,Quebec,Married,Bachelor,Female,2013,0,0.00880944632978476
225891,33,49922.0,49922.0,1613,18,7582.11,Star,79325.0,Ontario,Married,Bachelor,Female,2016,0,0.032310404230599735
225920,22,30923.0,30923.0,552,18,10425.99,Aurora,82078.0,British Columbia,Married,Bachelor,Female,2016,0,0.01785079067360864
225930,13,21552.0,32328.0,0,5,2848.56,Nova,73544.0,Ontario,Single,College,Female,2018,0,0.0
225972,14,27078.0,27078.0,826,18,2443.67,Star,99838.0,Ontario,Married,Bachelor,Female,2017,0,0.030504468572272694
226191,33,49604.0,49604.0,1232,18,5811.92,Aurora,92875.0,British Columbia,Married,Bachelor,Male,2017,0,0.024836706717200226
226194,26,38885.0,38885.0,553,18,26576.32,Nova,95571.0,Ontario,Married,Bachelor,Male,2015,0,0.014221422142214222
226360,29,41658.0,41658.0,450,18,13350.12,Nova,53068.0,Ontario,Single,Bachelor,Male,2012,0,0.010802246867348408
226387,14,22256.0,22256.0,0,18,4482.02,Nova,77990.0,Ontario,Single,Bachelor,Female,2017,1,0.0
226422,40,56239.0,56239.0,591,18,4626.8,Nova,90071.0,British Columbia,Divorced,Bachelor,Male,2014,0,0.01050872170557798
226511,20,34179.0,34179.0,671,18,4653.09,Star,73544.0,British Columbia,Single,College,Female,2013,0,0.019631937739547675
226643,19,24697.0,24697.0,0,18,2877.81,Star,60350.0,Ontario,Divorced,Bachelor,Male,2017,0,0.0
226710,23,38090.0,38090.0,491,18,13333.39,Nova,87252.0,Ontario,Married,Bachelor,Male,2014,0,0.01289052244683644
226842,43,66746.0,66746.0,1414,18,4080.82,Nova,73823.0,Quebec,Single,Bachelor,Female,2016,0,0.02118479009978126
226866,19,31702.0,31702.0,463,18,8223.16,Nova,101498.0,Nova Scotia,Married,Bachelor,Male,2017,0,0.01460475679767838
226924,20,26740.0,40110.0,0,5,6269.59,Star,76573.0,New Brunswick,Married,Bachelor,Male,2018,0,0.0
227008,23,28160.0,28160.0,1705,18,4665.25,Star,73544.0,Ontario,Single,College,Male,2013,0,0.060546875
227015,24,37611.0,37611.0,449,18,4341.36,Star,48994.0,Ontario,Married,Bachelor,Female,2012,0,0.011937996862619978
227234,12,17633.0,17633.0,1191,18,5924.67,Nova,89266.0,Quebec,Married,Bachelor,Male,2017,0,0.0675438099018885
227239,28,43084.0,43084.0,950,18,12208.12,Nova,47515.0,Ontario,Divorced,Bachelor,Male,2017,0,0.022049948936960356
227293,30,48527.0,48527.0,804,18,10899.3,Aurora,74727.0,British Columbia,Married,Bachelor,Female,2013,0,0.016568096111443113
227429,45,64234.0,64234.0,423,18,2436.01,Star,95907.0,Ontario,Married,Bachelor,Male,2013,0,0.006585297505993711
227547,36,53063.0,53063.0,2283,18,11177.75,Nova,47084.0,Quebec,Single,Bachelor,Female,2016,0,0.04302432957051053
227796,26,47545.0,47545.0,1976,18,10014.03,Nova,86414.0,Quebec,Married,Bachelor,Female,2014,0,0.041560626774634554
227804,14,20074.0,20074.0,2064,18,2721.59,Star,103413.0,British Columbia,Married,Bachelor,Male,2017,0,0.10281956759988044
227808,29,34928.0,52392.0,0,5,7109.3,Star,82910.0,British Columbia,Divorced,Bachelor,Male,2018,0,0.0
227906,16,28061.0,28061.0,774,18,5500.01,Aurora,94891.0,Ontario,Married,Bachelor,Female,2015,0,0.027582766116674387
228030,3,1557.0,1557.0,0,18,58753.88,Aurora,50174.0,British Columbia,Married,Bachelor,Male,2018,0,0.0
228151,20,37631.0,37631.0,1159,18,5504.14,Star,73544.0,British Columbia,Married,College,Male,2014,0,0.030799075230528022
228273,36,40319.0,40319.0,2379,18,8668.61,Nova,47620.0,Ontario,Married,Bachelor,Male,2016,0,0.059004439594235965
228580,21,24351.0,24351.0,2307,18,4305.79,Star,54643.0,Ontario,Single,Bachelor,Male,2012,0,0.09473943575212516
228673,24,28176.0,28176.0,344,18,7341.74,Nova,96337.0,Manitoba,Single,Bachelor,Male,2012,0,0.012208972174900625
228748,35,47418.0,47418.0,0,18,2050.62,Star,73544.0,Ontario,Single,College,Male,2015,0,0.0
228820,6,9066.0,9066.0,0,18,7159.81,Star,81085.0,Saskatchewan,Divorced,Bachelor,Female,2017,0,0.0
228896,19,28638.0,28638.0,546,18,17441.64,Nova,91156.0,Quebec,Married,Bachelor,Female,2013,0,0.019065577205112087
228984,18,31604.0,31604.0,1509,18,4530.53,Star,57254.0,British Columbia,Married,Bachelor,Male,2015,0,0.047747120617643336
228995,32,44739.0,44739.0,1355,18,12767.23,Nova,73544.0,Ontario,Single,College,Male,2014,0,0.03028677440264646
229094,18,31148.0,31148.0,0,18,5887.18,Aurora,77841.0,Ontario,Married,Bachelor,Female,2014,0,0.0
229166,35,57764.0,57764.0,3213,18,7366.09,Star,54042.0,Ontario,Married,Bachelor,Female,2014,0,0.0556228793019874
229210,26,31548.0,31548.0,1568,18,6775.92,Nova,51923.0,Quebec,Married,Bachelor,Female,2014,0,0.0497020413338405
229265,21,38878.0,38878.0,900,18,13107.93,Aurora,67827.0,Ontario,Divorced,Bachelor,Female,2012,0,0.023149338957765317
229436,20,21071.0,21071.0,0,18,7452.94,Aurora,73544.0,Ontario,Single,College,Female,2017,0,0.0
229530,35,48812.0,48812.0,1092,18,14886.71,Star,98637.0,Prince Edward Island,Married,Bachelor,Female,2012,0,0.022371547980004916
229612,34,53493.0,53493.0,1720,18,3087.43,Star,81366.0,Ontario,Married,Bachelor,Female,2012,0,0.03215373974164844
229621,29,39099.0,39099.0,446,18,5554.83,Nova,70678.0,Newfoundland,Married,Bachelor,Female,2017,0,0.011406941353998824
229677,32,55081.0,55081.0,984,18,17816.68,Star,75952.0,British Columbia,Married,Bachelor,Female,2016,0,0.01786459940814437
229692,15,18519.0,18519.0,0,18,4574.0,Star,73544.0,Ontario,Single,College,Female,2017,0,0.0
229842,44,68841.0,68841.0,747,18,7453.0,Star,43592.0,Prince Edward Island,Divorced,High School or Below,Female,2013,0,0.010851091645966792
230027,28,41368.0,41368.0,2227,18,6332.94,Star,69111.0,Ontario,Single,Bachelor,Male,2016,0,0.05383388126087797
230070,5,6398.0,6398.0,0,18,10083.49,Star,75891.0,Quebec,Divorced,Master,Male,2017,1,0.0
230101,27,32879.0,32879.0,458,18,8146.27,Aurora,99796.0,Quebec,Married,Bachelor,Male,2015,0,0.013929864046960066
230240,37,52296.0,52296.0,1052,18,5534.57,Nova,124154.0,New Brunswick,Divorced,Doctor,Female,2013,0,0.02011626128193361
230311,21,34563.0,34563.0,0,18,4781.82,Star,54123.0,Ontario,Married,Bachelor,Female,2014,0,0.0
230337,10,13205.0,13205.0,0,18,5885.34,Nova,73544.0,Ontario,Single,College,Male,2017,0,0.0
230429,36,58147.0,58147.0,312,18,5581.76,Star,77816.0,Ontario,Divorced,Bachelor,Female,2012,0,0.0053657110427021175
230560,12,27484.0,41226.0,0,5,8231.22,Star,73544.0,British Columbia,Divorced,College,Male,2018,0,0.0
230687,13,19467.0,19467.0,1176,18,7643.07,Aurora,73544.0,British Columbia,Married,College,Male,2017,1,0.06040992448759439
230693,28,45122.0,45122.0,1741,18,14914.53,Nova,65540.0,Ontario,Married,Bachelor,Male,2013,0,0.03858428261158636
230763,35,43245.0,43245.0,2068,18,5507.16,Star,86759.0,British Columbia,Single,Bachelor,Male,2016,0,0.0478205572898601
230840,15,21259.0,21259.0,581,18,5293.37,Nova,60094.0,Ontario,Married,Bachelor,Female,2017,0,0.02732960158050708
230908,36,49909.0,49909.0,804,18,3964.15,Star,217538.0,British Columbia,Divorced,Doctor,Male,2012,0,0.016109318960508125
230942,32,47436.0,47436.0,958,18,14203.04,Star,72587.0,Quebec,Married,Bachelor,Male,2016,0,0.020195632009444305
231013,26,46466.0,46466.0,903,18,2886.45,Nova,71038.0,Ontario,Married,Master,Male,2015,0,0.0194335643266044
231047,12,20791.0,20791.0,0,18,5528.21,Aurora,58314.0,Ontario,Single,Bachelor,Female,2013,0,0.0
231084,29,43898.0,43898.0,444,18,2857.11,Nova,99090.0,Nova Scotia,Married,Bachelor,Female,2016,0,0.010114356007107386
231090,29,48001.0,48001.0,1369,18,6310.4,Nova,90359.0,Ontario,Married,Bachelor,Female,2014,0,0.02852023916168413
231273,33,52734.0,52734.0,794,18,5103.36,Aurora,60776.0,British Columbia,Divorced,Bachelor,Female,2015,0,0.015056699662456858
231462,21,29803.0,29803.0,1073,18,23895.68,Nova,73544.0,Manitoba,Single,College,Male,2014,0,0.03600308693755662
231508,28,45027.0,45027.0,0,18,2967.67,Star,57668.0,Quebec,Married,Bachelor,Male,2014,0,0.0
231530,21,30516.0,30516.0,445,18,5689.64,Aurora,93110.0,British Columbia,Married,Bachelor,Female,2012,0,0.014582514090968671
231592,22,34986.0,34986.0,0,18,10760.18,Star,86667.0,Quebec,Married,Bachelor,Female,2016,0,0.0
231614,28,39554.0,39554.0,835,18,2464.24,Star,85203.0,Ontario,Divorced,Bachelor,Female,2012,0,0.021110380745310207
231641,35,47587.0,47587.0,648,18,6408.79,Star,68485.0,Ontario,Married,Bachelor,Male,2014,0,0.013617164351608632
231755,31,43353.0,43353.0,775,18,9048.98,Nova,73544.0,British Columbia,Married,College,Female,2014,0,0.017876502202846402
231843,31,44174.0,44174.0,1119,18,4896.27,Star,73544.0,British Columbia,Single,College,Male,2016,0,0.025331643047946755
231992,16,29920.0,44880.0,0,5,19896.42,Star,76119.0,British Columbia,Married,Bachelor,Male,2018,0,0.0
232022,21,38638.0,38638.0,468,18,8044.87,Nova,84147.0,Ontario,Married,Bachelor,Male,2015,0,0.012112428179512398
232137,29,34070.0,34070.0,547,18,9246.22,Nova,61200.0,Quebec,Married,Bachelor,Female,2014,0,0.016055180510713238
232203,10,16254.0,16254.0,0,18,3470.18,Nova,101339.0,Saskatchewan,Married,Bachelor,Female,2016,0,0.0
232290,29,33974.0,33974.0,0,18,5318.9,Star,50298.0,Alberta,Married,Bachelor,Female,2014,0,0.0
232395,39,49455.0,49455.0,301,18,10759.4,Nova,73544.0,Yukon,Divorced,College,Male,2014,0,0.006086341118188252
232450,23,33646.0,33646.0,1609,18,8312.68,Aurora,106669.0,Alberta,Divorced,Master,Female,2013,0,0.04782143494026036
232555,32,46107.0,46107.0,1156,18,2919.71,Star,62242.0,British Columbia,Married,Bachelor,Male,2015,0,0.025072114863252868
232579,3,6606.0,6606.0,0,18,10595.81,Star,73544.0,Saskatchewan,Divorced,College,Female,2018,0,0.0
232609,30,45876.0,45876.0,1207,18,4022.96,Nova,73544.0,Alberta,Single,College,Female,2013,1,0.026310053186851513
232685,20,29024.0,29024.0,0,18,14091.19,Nova,104952.0,Ontario,Married,Bachelor,Male,2016,0,0.0
232703,35,57813.0,57813.0,0,18,3449.49,Nova,71344.0,British Columbia,Divorced,High School or Below,Female,2012,0,0.0
232755,22,35845.840000003576,53768.76000000536,0,5,4787.81,Nova,-46683.0,British Columbia,Single,Bachelor,Female,2018,0,0.0
232871,42,58251.0,58251.0,351,18,18929.33,Star,84736.0,Ontario,Single,Bachelor,Female,2016,0,0.006025647628366895
232907,5,7370.0,7370.0,704,18,6553.94,Star,73544.0,Nova Scotia,Single,College,Male,2016,1,0.0955223880597015
232924,23,30524.0,30524.0,866,18,11790.5,Star,118863.0,Yukon,Divorced,Master,Male,2012,0,0.02837111780893723
233017,16,22789.0,22789.0,431,18,3982.18,Star,60079.0,British Columbia,Married,Bachelor,Male,2017,0,0.01891263328798982
233084,41,55241.0,55241.0,2427,18,5498.94,Aurora,65565.0,Quebec,Married,High School or Below,Male,2014,0,0.04393475860321138
233437,19,34588.0,34588.0,0,18,9918.7,Nova,59410.0,Quebec,Divorced,Bachelor,Male,2017,1,0.0
233646,19,25601.0,25601.0,0,18,4815.02,Star,73544.0,Nova Scotia,Single,College,Male,2014,0,0.0
233738,25,38160.0,38160.0,1170,18,6582.45,Nova,73544.0,British Columbia,Single,College,Male,2013,0,0.030660377358490566
233768,27,34246.0,34246.0,548,18,5548.03,Nova,81518.0,British Columbia,Divorced,Bachelor,Male,2015,0,0.016001868831396367
233819,19,38910.0,38910.0,1080,18,3871.78,Star,73544.0,Nova Scotia,Single,College,Male,2013,0,0.027756360832690823
233958,32,36616.0,36616.0,381,18,8714.92,Aurora,73544.0,Ontario,Divorced,College,Male,2012,0,0.010405287306095697
233969,25,37060.0,37060.0,2616,18,11014.16,Star,81355.0,British Columbia,Married,Bachelor,Female,2017,0,0.07058823529411765
233991,20,29854.0,29854.0,877,18,5418.46,Nova,63411.0,Ontario,Married,Bachelor,Female,2012,0,0.029376297983519796
234047,29,48306.0,48306.0,389,18,4786.01,Star,49031.0,Quebec,Married,Bachelor,Female,2014,0,0.008052829876205854
234256,39,55339.0,55339.0,438,18,7764.27,Star,74655.0,Ontario,Married,Bachelor,Female,2013,0,0.007914852093460309
234435,20,25258.0,25258.0,0,18,11895.18,Aurora,96460.0,Quebec,Divorced,Bachelor,Female,2012,0,0.0
234515,31,50715.0,50715.0,343,18,9875.09,Star,53565.0,Ontario,Single,Bachelor,Female,2016,0,0.00676328502415459
234562,24,25180.0,25180.0,530,18,8332.73,Star,73544.0,Ontario,Married,College,Female,2017,0,0.021048451151707705
234588,35,52399.0,52399.0,672,18,4636.55,Nova,123828.0,British Columbia,Married,Master,Male,2015,0,0.01282467222656921
234630,33,40213.0,40213.0,437,18,2845.52,Nova,95299.0,Ontario,Divorced,Bachelor,Male,2016,0,0.010867132519334544
234807,23,37215.0,37215.0,808,18,21569.34,Aurora,114567.0,Ontario,Single,Master,Female,2017,0,0.02171167539970442
234836,14,13999.0,13999.0,751,18,7462.93,Star,83322.0,Quebec,Married,Bachelor,Female,2017,1,0.0536466890492178
234866,18,25528.0,25528.0,1714,18,4558.59,Star,73544.0,Nova Scotia,Single,College,Male,2014,0,0.06714196176747102
234878,38,63418.0,63418.0,621,18,2644.98,Star,98089.0,Ontario,Divorced,Bachelor,Female,2013,0,0.009792172569302092
234895,16,22615.0,22615.0,0,18,2698.05,Star,61289.0,Ontario,Married,Bachelor,Male,2017,0,0.0
234922,15,26557.0,26557.0,0,18,8819.02,Nova,104968.0,British Columbia,Married,Bachelor,Female,2017,0,0.0
234973,29,44205.0,44205.0,977,18,5800.77,Aurora,73544.0,Quebec,Married,College,Male,2013,0,0.022101572220337064
235063,23,34965.0,34965.0,0,18,5509.38,Aurora,56959.0,British Columbia,Married,Bachelor,Male,2015,0,0.0
235092,31,50498.0,50498.0,596,18,8879.79,Nova,70384.0,Ontario,Single,Bachelor,Female,2016,0,0.011802447621687988
235102,32,55092.0,55092.0,462,18,8709.85,Star,62308.0,Ontario,Divorced,Bachelor,Male,2016,0,0.008385972554998912
235229,35,39175.0,58762.5,0,5,9075.77,Star,27603.0,Ontario,Single,Bachelor,Female,2018,0,0.0
235391,26,41786.0,41786.0,357,18,5246.28,Aurora,53061.0,Ontario,Married,Bachelor,Male,2012,0,0.00854353132628153
235398,35,43505.0,43505.0,0,18,3102.79,Nova,47445.0,Ontario,Married,Bachelor,Male,2012,0,0.0
235428,35,43760.0,43760.0,890,18,3939.01,Nova,75827.0,New Brunswick,Married,Bachelor,Male,2012,0,0.020338208409506398
235454,16,21943.0,21943.0,293,18,8873.53,Aurora,71057.0,Quebec,Single,Bachelor,Male,2013,1,0.013352777651187166
235459,14,18585.0,18585.0,1430,18,5598.27,Nova,99747.0,Ontario,Married,Doctor,Female,2015,0,0.0769437718590261
235506,14,23600.0,23600.0,644,18,7840.17,Nova,74651.0,Alberta,Single,Bachelor,Male,2017,0,0.02728813559322034
235585,1,1846.0,1846.0,0,18,9415.9,Star,73544.0,Nova Scotia,Single,College,Male,2018,0,0.0
235683,18,25481.0,25481.0,0,18,38055.21,Star,73544.0,Quebec,Married,College,Female,2017,0,0.0
235709,21,26586.0,26586.0,836,18,6941.9,Nova,73544.0,British Columbia,Married,College,Female,2016,0,0.031445121492514855
235716,19,20855.0,20855.0,588,18,5838.13,Nova,72459.0,Quebec,Married,Bachelor,Female,2016,0,0.028194677535363224
235857,21,22988.0,22988.0,0,18,9470.27,Nova,58338.0,Quebec,Married,Bachelor,Male,2015,0,0.0
235872,31,45483.0,45483.0,1221,18,4046.94,Star,89057.0,Ontario,Single,Doctor,Female,2013,0,0.0268451949079876
235882,21,28780.0,28780.0,645,18,2661.03,Star,57886.0,Ontario,Married,Bachelor,Male,2014,0,0.022411396803335648
235885,26,50754.0,50754.0,765,18,2727.08,Star,53337.0,Quebec,Married,Bachelor,Female,2014,0,0.015072703629270599
235930,30,49103.0,49103.0,1004,18,3360.44,Star,86728.0,Saskatchewan,Single,Bachelor,Male,2013,0,0.020446815876830338
236001,26,36534.0,36534.0,2106,18,13265.96,Star,57139.0,British Columbia,Married,Bachelor,Male,2016,0,0.05764493348661521
236003,22,37435.0,37435.0,421,18,2719.85,Star,61912.0,Ontario,Single,Bachelor,Female,2015,0,0.011246160010685187
236026,37,49498.0,49498.0,0,18,16301.97,Star,100817.0,British Columbia,Married,Master,Female,2012,0,0.0
236093,28,47501.0,47501.0,1096,18,12883.81,Star,56894.0,Ontario,Married,Bachelor,Female,2017,0,0.023073198458979812
236129,20,28632.0,28632.0,0,18,2563.39,Star,57773.0,New Brunswick,Married,Doctor,Male,2015,0,0.0
236165,18,26899.0,26899.0,1252,18,5971.31,Star,69971.0,Quebec,Divorced,Bachelor,Female,2014,0,0.04654448120747983
236395,38,57732.0,57732.0,0,18,7326.54,Aurora,77523.0,Saskatchewan,Married,Bachelor,Male,2013,0,0.0
236593,32,51842.0,51842.0,677,18,5016.64,Aurora,73544.0,Quebec,Single,College,Male,2015,0,0.013058909764283786
