loyalty_number,churned,churn_prob,risk_bucket,priority_score,priority_rank,clv,behavioral_clv,clv_rank,bclv_rank,rank_gap,cluster,cluster_label,rfm_segment,RFM_score,RFM_total
232579,0,0.029184133,Low (<25%),300.2049326017995,2370.0,10595.81,10286.580471717269,2488.5,2099.0,389.5,1,Moderate Risk,Recent Low-Freq,414,9
232609,1,0.9128884,Critical (>75%),319.91852854533914,2231.0,4022.96,350.4464823359998,10041.5,12984.0,-2942.5,1,Moderate Risk,Loyal,432,9
232685,0,0.076402605,Low (<25%),764.8833093525343,793.0,14091.19,10011.220289576962,1540.5,2192.0,-651.5,1,Moderate Risk,Hibernating,124,7
232703,0,0.008327966,Low (<25%),24.7721704324729,10126.0,3449.49,2974.576317011009,10770.5,10149.0,621.5,1,Moderate Risk,Needs Attention,241,7
232755,0,0.00042817008,Low (<25%),2.049119243349282,13240.0,4787.81,4785.760003009276,8801.0,7290.0,1511.0,0,Loyal Champions,Recent Low-Freq,422,8
232871,0,0.0034551846,Low (<25%),65.17834547224135,7161.0,18929.33,18863.925670495682,924.0,720.0,204.0,1,Moderate Risk,Champions,444,12
232907,1,0.9990539,Critical (>75%),2.3376664785508092,13194.0,6553.94,2.3398802392451588,5983.5,13422.0,-7438.5,1,Moderate Risk,Lost,113,5
232924,0,0.01401226,Low (<25%),162.89656431495825,4040.0,11790.5,11625.28844847,2146.5,1762.0,384.5,1,Moderate Risk,Recent Low-Freq,424,10
233017,0,0.26331213,Medium (25-50%),594.1990043333382,1136.0,3982.18,2256.633617043538,10090.0,11854.0,-1764.0,1,Moderate Risk,Lost,112,4
233084,0,0.011899795,Low (<25%),64.65758065299715,7192.0,5498.94,5433.5037412827,7262.0,6147.0,1115.0,1,Moderate Risk,Loyal,442,10
233437,1,0.8953854,Critical (>75%),714.6834248691891,879.0,9918.7,798.1852561692308,2767.0,12866.0,-10099.0,1,Moderate Risk,Hibernating,114,6
233646,0,0.03130925,Low (<25%),126.98665168859468,4828.0,4815.02,4055.882900056523,8755.5,8566.0,189.5,1,Moderate Risk,Hibernating,212,5
233738,0,0.0140342945,Low (<25%),70.06427162964542,6909.0,6582.45,4992.3615062834415,5963.5,6893.0,-929.5,1,Moderate Risk,Hibernating,123,6
233768,0,0.016216535,Low (<25%),88.51082389768004,6099.0,5548.03,5458.06017732395,7155.5,6113.0,1042.5,1,Moderate Risk,Loyal,432,9
233819,0,0.19291161,Low (<25%),344.47054250125086,2072.0,3871.78,1785.639249505257,10253.5,12574.0,-2320.5,1,Moderate Risk,Lost,111,3
233958,0,0.0049056266,Low (<25%),36.99340636274317,8943.0,8714.92,7541.015527505329,3559.0,3849.0,-290.0,1,Moderate Risk,Needs Attention,243,9
233969,0,0.010895629,Low (<25%),118.69865806168266,5068.0,11014.16,10894.15379889336,2326.5,1927.0,399.5,1,Moderate Risk,Recent Low-Freq,424,10
233991,0,0.01037217,Low (<25%),48.363704329899086,8107.0,5418.46,4662.833749340696,7412.0,7517.0,-105.0,1,Moderate Risk,Hibernating,222,6
234047,0,0.03797953,Low (<25%),120.5978314629924,5010.0,4786.01,3175.3376480170346,8810.5,9887.0,-1076.5,1,Moderate Risk,Hibernating,132,6
234256,0,0.11753645,Low (<25%),805.322762842619,738.0,7764.27,6851.6852673585,4723.5,4568.0,155.5,1,Moderate Risk,Champions,443,11
234435,0,0.007446592,Low (<25%),87.91894388817812,6120.0,11895.18,11806.60144777344,2119.5,1703.0,416.5,1,Moderate Risk,Recent Low-Freq,424,10
234515,0,0.020412605,Low (<25%),197.46161388525064,3454.0,9875.09,9673.51368849055,2782.0,2312.0,470.0,1,Moderate Risk,Champions,434,11
234562,0,0.0062902267,Low (<25%),52.085060002473725,7886.0,8332.73,8280.315239270109,4046.5,3174.0,872.5,1,Moderate Risk,Recent Low-Freq,423,9
234588,0,0.006436324,Low (<25%),25.782837465776417,10016.0,4636.55,4005.832749528522,9137.0,8646.0,491.0,1,Moderate Risk,Needs Attention,242,8
234630,0,0.08377998,Low (<25%),150.6376977941638,4295.0,2845.52,1798.0154422830346,11593.0,12562.0,-969.0,1,Moderate Risk,Hibernating,141,6
234807,0,0.0043896786,Low (<25%),94.26684460082993,5878.0,21569.34,21474.657529785876,682.5,514.0,168.5,1,Moderate Risk,Recent Low-Freq,424,10
234836,1,0.9966229,Critical (>75%),11.4172489300112,11761.0,7462.93,11.455936774090983,5099.0,13294.0,-8195.0,1,Moderate Risk,Lost,113,5
234866,0,0.022333244,Low (<25%),76.56492120439286,6592.0,4558.59,3428.2937671031073,9260.5,9538.0,-277.5,1,Moderate Risk,Lost,112,4
234878,0,0.0041249576,Low (<25%),10.865425290244747,11841.0,2644.98,2634.069569647152,12182.0,10856.0,1326.0,1,Moderate Risk,Loyal,441,9
234895,0,0.44012156,Medium (25-50%),664.8388371263242,977.0,2698.05,1510.580025042,12020.0,12700.0,-680.0,1,Moderate Risk,Recent Low-Freq,411,6
234922,0,0.059386443,Low (<25%),492.62775318094435,1431.0,8819.02,8295.289771454141,3465.5,3155.0,310.5,1,Moderate Risk,Recent Low-Freq,413,8
234973,0,0.0059628035,Low (<25%),34.382605132963555,9154.0,5800.77,5766.181148341306,6680.5,5681.0,999.5,1,Moderate Risk,Champions,433,10
235063,0,0.027146881,Low (<25%),126.52376374704055,4839.0,5509.38,4660.710884135844,7223.5,7518.0,-294.5,1,Moderate Risk,Hibernating,222,6
235092,0,0.008291645,Low (<25%),73.01756856630165,6768.0,8879.79,8806.161933645451,3401.5,2773.0,628.5,1,Moderate Risk,Champions,433,10
235102,0,0.03422781,Low (<25%),287.91512732682656,2484.0,8709.85,8411.7309090715,3566.0,3067.0,499.0,1,Moderate Risk,Champions,443,11
235229,0,0.0012482937,Low (<25%),11.315084311566139,11772.0,9075.77,9064.44077348635,3249.5,2615.0,634.5,0,Loyal Champions,Champions,444,12
235391,0,0.01618054,Low (<25%),64.24162729369456,7218.0,5246.28,3970.301812775999,7798.0,8712.0,-914.0,1,Moderate Risk,Lost,122,5
235398,0,0.0010887324,Low (<25%),2.934287085010438,13099.0,3102.79,2695.1407756492213,11151.5,10723.0,428.5,1,Moderate Risk,Needs Attention,241,7
235428,0,0.0061922446,Low (<25%),21.078501237518708,10515.0,3939.01,3404.0162492157865,10153.0,9583.0,570.0,1,Moderate Risk,Needs Attention,241,7
235454,1,0.92932576,Critical (>75%),333.03317344160126,2136.0,8873.53,358.3599936384,3411.5,12979.0,-9567.5,1,Moderate Risk,Lost,113,5
235459,0,0.021179562,Low (<25%),89.27513003848318,6069.0,5598.27,4215.154687263277,7018.5,8306.0,-1287.5,1,Moderate Risk,Lost,112,4
235506,0,0.14644486,Low (<25%),980.0115515496169,529.0,7840.17,6692.0174019738,4638.5,4706.0,-67.5,1,Moderate Risk,Recent Low-Freq,413,8
235585,0,0.013332329,Low (<25%),123.86219102255076,4917.0,9415.9,9290.3641233689,3019.5,2494.0,525.5,1,Moderate Risk,Recent Low-Freq,414,9
235683,0,0.060592394,Low (<25%),2166.138925964383,90.0,38055.21,35749.353721927255,98.5,96.0,2.5,1,Moderate Risk,Recent Low-Freq,414,9
235709,0,0.04103306,Low (<25%),273.159238791208,2621.0,6941.9,6657.052600786,5652.0,4745.0,907.0,1,Moderate Risk,Recent Low-Freq,423,9
235716,0,0.0046693734,Low (<25%),27.133119899421683,9868.0,5838.13,5810.869591072258,6639.5,5626.0,1013.5,1,Moderate Risk,Recent Low-Freq,413,8
235857,0,0.095062554,Low (<25%),561.8526019594246,1222.0,9470.27,5910.346170158911,2976.0,5503.0,-2527.0,1,Moderate Risk,Hibernating,124,7
235872,0,0.01819353,Low (<25%),62.85962505211911,7284.0,4046.94,3455.0538049580873,10016.0,9494.0,522.0,1,Moderate Risk,Needs Attention,232,7
235882,0,0.025874624,Low (<25%),51.5935394746706,7915.0,2661.03,1993.9821917671384,12128.5,12354.0,-225.5,1,Moderate Risk,Lost,121,4
235885,0,0.0027911337,Low (<25%),7.590399772029425,12362.0,2727.08,2719.468355109404,11925.5,10673.0,1252.5,1,Moderate Risk,Recent Low-Freq,421,7
235930,0,0.0061360826,Low (<25%),17.82035806363046,10922.0,3360.44,2904.191358771875,10860.5,10263.0,597.5,1,Moderate Risk,Needs Attention,231,6
236001,0,0.00068560767,Low (<25%),9.089008156917071,12104.0,13265.96,13256.864756074085,1756.0,1408.0,348.0,1,Moderate Risk,Recent Low-Freq,424,10
236003,0,0.015196155,Low (<25%),35.394074704666494,9067.0,2719.85,2329.1467285419567,11967.5,11709.0,258.5,1,Moderate Risk,Hibernating,221,5
236026,0,0.00972934,Low (<25%),108.32018165039156,5394.0,16301.97,11133.353511172552,1173.5,1875.0,-701.5,1,Moderate Risk,At-Risk High-Value,144,9
236093,0,0.002835098,Low (<25%),36.42330672441115,8988.0,12883.81,12847.28313603662,1874.0,1494.0,380.0,1,Moderate Risk,Champions,434,11
236129,0,0.02353107,Low (<25%),58.89993163246144,7503.0,2563.39,2503.0706904727,12466.5,11206.0,1260.5,1,Moderate Risk,Recent Low-Freq,421,7
236165,0,0.110219456,Low (<25%),450.4716188198941,1585.0,5971.31,4087.0426616866457,6478.5,8520.0,-2041.5,1,Moderate Risk,Lost,113,5
236395,0,0.07313249,Low (<25%),496.6231317978951,1420.0,7326.54,6790.7318867154,5267.5,4618.0,649.5,1,Moderate Risk,Champions,443,11
236593,0,0.043716483,Low (<25%),161.32492433056336,4070.0,5016.64,3690.2539559406773,8272.5,9129.0,-856.5,1,Moderate Risk,Hibernating,142,7
236710,0,0.011948606,Low (<25%),30.155392327051374,9574.0,2937.42,2523.75819631607,11346.5,11152.0,194.5,1,Moderate Risk,Needs Attention,241,7
236767,0,0.011790276,Low (<25%),28.79645195390377,9707.0,2471.53,2442.38997915772,12822.0,11392.0,1430.0,1,Moderate Risk,Recent Low-Freq,421,7
236874,0,0.0056757447,Low (<25%),30.988283126698157,9485.0,6314.58,5459.773961767195,6164.5,6111.0,53.5,1,Moderate Risk,Needs Attention,243,9
237018,0,0.0038280168,Low (<25%),11.768436403799589,11705.0,3549.02,3074.2906885360558,10653.0,10013.0,640.0,1,Moderate Risk,Hibernating,221,5
237094,0,0.0033823506,Low (<25%),16.935554496708576,11029.0,5024.03,5007.036969115082,8261.5,6871.0,1390.5,1,Moderate Risk,Loyal,442,10
237105,0,0.030507192,Low (<25%),136.77831380634856,4613.0,4624.56,4483.477660164481,9171.0,7866.0,1305.0,1,Moderate Risk,Recent Low-Freq,412,7
237106,0,0.0065086465,Low (<25%),56.50432965841519,7633.0,8738.3,8681.42549428905,3517.5,2854.0,663.5,1,Moderate Risk,Recent Low-Freq,413,8
237274,0,0.03168256,Low (<25%),330.0852159510321,2157.0,10759.4,10418.514663936,2432.5,2060.0,372.5,1,Moderate Risk,Recent Low-Freq,424,10
237293,0,0.011186387,Low (<25%),67.57473549086342,7029.0,6109.14,6040.80079572282,6338.5,5357.0,981.5,1,Moderate Risk,Champions,443,11
237303,0,0.008343898,Low (<25%),71.66219238398165,6835.0,8660.84,8588.57483444568,3629.0,2932.0,697.0,1,Moderate Risk,Recent Low-Freq,413,8
237312,0,0.016687974,Low (<25%),202.03087463633096,3389.0,14158.61,12106.375203864229,1529.5,1640.0,-110.5,0,Loyal Champions,Hibernating,214,7
237319,0,0.26076543,Medium (25-50%),1386.3504771928815,275.0,8270.63,5316.465749286174,4115.5,6335.0,-2219.5,1,Moderate Risk,Hibernating,213,6
237402,0,0.0065018577,Low (<25%),128.91901190748342,4782.0,19957.79,19828.02728941352,831.5,644.0,187.5,1,Moderate Risk,Champions,444,12
237434,0,0.0022070117,Low (<25%),37.4044625474624,8902.0,16985.5,16948.01280276965,1081.5,882.0,199.5,1,Moderate Risk,Recent Low-Freq,424,10
237492,0,0.0056651756,Low (<25%),15.066971774027552,11249.0,2674.73,2659.577184867412,12094.5,10802.0,1292.5,1,Moderate Risk,Recent Low-Freq,411,6
237586,1,0.9956631,Critical (>75%),27.208096994278048,9862.0,13862.1,27.326609768181672,1613.0,13235.0,-11622.0,1,Moderate Risk,Hibernating,124,7
237651,0,0.004553595,Low (<25%),15.294147817888112,11213.0,4386.28,3358.6974287103076,9529.5,9651.0,-121.5,1,Moderate Risk,Hibernating,132,6
237729,0,0.007580125,Low (<25%),16.278072802914537,11106.0,2163.87,2147.4675949162497,13400.5,12083.0,1317.5,1,Moderate Risk,Loyal,431,8
237770,0,0.010663236,Low (<25%),58.61140302699648,7526.0,5555.83,5496.58687353412,7129.5,6054.0,1075.5,1,Moderate Risk,Loyal,442,10
237858,0,0.009514308,Low (<25%),24.25701349372451,10177.0,2574.02,2549.52998092184,12430.5,11070.0,1360.5,0,Loyal Champions,Recent Low-Freq,421,7
237888,0,0.003570823,Low (<25%),45.336422555940764,8301.0,12741.85,12696.35110895745,1915.0,1529.0,386.0,1,Moderate Risk,Recent Low-Freq,424,10
237984,0,0.02042105,Low (<25%),97.94493543791656,5762.0,4896.26,4796.273229727,8569.5,7270.0,1299.5,1,Moderate Risk,Loyal,432,9
238119,0,0.0064408667,Low (<25%),25.00027342851018,10101.0,3906.67,3881.507659289111,10197.5,8835.0,1362.5,1,Moderate Risk,Loyal,441,9
238156,0,0.0027433098,Low (<25%),6.8466825982485995,12473.0,2502.64,2495.7744831621276,12694.5,11220.0,1474.5,1,Moderate Risk,Loyal,441,9
238193,0,0.01121093,Low (<25%),119.36909966598773,5054.0,12383.53,10647.564445232263,1978.5,1985.0,-6.5,1,Moderate Risk,Needs Attention,234,9
238233,0,0.29533166,Medium (25-50%),560.2630789043345,1226.0,4307.42,1897.06406317675,9675.5,12479.0,-2803.5,1,Moderate Risk,Lost,112,4
238342,0,0.015779562,Low (<25%),33.84778455890102,9193.0,2179.43,2145.03954919034,13388.5,12088.0,1300.5,0,Loyal Champions,Recent Low-Freq,411,6
238367,0,0.090257205,Low (<25%),1521.2321979016854,223.0,24084.54,16854.412873760997,499.5,895.0,-395.5,1,Moderate Risk,Hibernating,114,6
238434,0,0.0043507395,Low (<25%),35.922102252296085,9031.0,8292.63,8256.550927100114,4085.5,3195.0,890.5,1,Moderate Risk,Recent Low-Freq,423,9
238442,0,0.007498768,Low (<25%),87.2147683201751,6140.0,11718.42,11630.546287093439,2167.0,1758.0,409.0,1,Moderate Risk,Champions,434,11
238556,0,0.016769325,Low (<25%),64.94684883824318,7167.0,3939.01,3872.95546113175,10153.0,8842.0,1311.0,1,Moderate Risk,Loyal,441,9
238607,0,0.010001632,Low (<25%),57.814448487552525,7571.0,5838.9,5780.501470915199,6633.0,5662.0,971.0,1,Moderate Risk,Champions,433,10
238640,0,0.09227812,Low (<25%),269.0201124247551,2658.0,3693.44,2915.3185221453914,10484.0,10231.0,253.0,1,Moderate Risk,Hibernating,211,4
238647,0,0.012425201,Low (<25%),58.137159940498464,7555.0,4737.84,4678.97138569416,8939.5,7490.0,1449.5,1,Moderate Risk,Loyal,442,10
238649,0,0.0016016864,Low (<25%),11.438848333245964,11755.0,7153.21,7141.752800826656,5477.0,4279.0,1198.0,1,Moderate Risk,Recent Low-Freq,423,9
238752,0,0.0031991592,Low (<25%),17.897456536618623,10910.0,5612.38,5594.425102889104,6993.5,5884.0,1109.5,1,Moderate Risk,Loyal,442,10
238753,0,0.012966126,Low (<25%),54.58505180206501,7736.0,4904.89,4209.819633255532,8542.5,8314.0,228.5,1,Moderate Risk,Needs Attention,242,8
238796,0,0.18295546,Low (<25%),685.3056614189217,932.0,5272.19,3745.7513507326958,7744.5,9051.0,-1306.5,1,Moderate Risk,Hibernating,212,5
238814,0,0.021579372,Low (<25%),44.97365553902091,8323.0,2449.58,2084.1040016836873,12914.0,12238.0,676.0,1,Moderate Risk,Needs Attention,231,6
238939,1,0.99863213,Critical (>75%),2.7644157499725277,13126.0,5059.33,2.768202290840099,8207.0,13415.0,-5208.0,1,Moderate Risk,Lost,112,4
239027,0,0.015016906,Low (<25%),63.40429447321943,7261.0,4929.55,4222.19427045887,8483.5,8293.0,190.5,1,Moderate Risk,Needs Attention,232,7
239182,0,0.009192522,Low (<25%),23.94015611841003,10216.0,2628.47,2604.30773169866,12221.0,10936.0,1285.0,1,Moderate Risk,Recent Low-Freq,421,7
239184,0,0.003018948,Low (<25%),20.701096158438794,10568.0,6877.82,6857.05621906664,5706.0,4559.0,1147.0,1,Moderate Risk,Champions,443,11
239276,0,0.018710107,Low (<25%),136.7237212514833,4615.0,7446.81,7307.47938809133,5120.0,4102.0,1018.0,1,Moderate Risk,Recent Low-Freq,413,8
239457,0,0.0092541315,Low (<25%),47.10141636707662,8189.0,5907.91,5089.771673017248,6551.5,6727.0,-175.5,0,Loyal Champions,Hibernating,223,7
239476,0,0.00075105723,Low (<25%),20.855971792131246,10545.0,27789.69,27768.81835240604,317.0,227.0,90.0,1,Moderate Risk,Champions,434,11
239490,0,0.007591184,Low (<25%),23.88111658696831,10219.0,3645.46,3145.9014281524874,10539.0,9913.0,626.0,1,Moderate Risk,Hibernating,221,5
239525,0,0.006435163,Low (<25%),43.87323545082253,8402.0,8920.46,6817.7349122038595,3377.5,4596.0,-1218.5,1,Moderate Risk,Lost,113,5
239605,0,0.024408944,Low (<25%),374.587021558043,1919.0,18089.8,15346.30181289461,983.5,1059.0,-75.5,1,Moderate Risk,Hibernating,224,8
239606,0,0.022879923,Low (<25%),189.11417715441172,3589.0,8459.05,8265.50758734685,3891.5,3187.0,704.5,1,Moderate Risk,Champions,433,10
239749,0,0.009446476,Low (<25%),74.92716430612613,6682.0,8007.4,7931.758288077599,4450.5,3500.0,950.5,0,Loyal Champions,Recent Low-Freq,423,9
239892,0,0.0016046881,Low (<25%),8.836310481062178,12151.0,5515.41,5506.559487206378,7209.5,6034.0,1175.5,1,Moderate Risk,Loyal,442,10
239955,0,0.00090350537,Low (<25%),5.746726098344313,12645.0,6366.23,6360.478077008344,6132.0,5039.0,1093.0,0,Loyal Champions,Champions,433,10
239956,0,0.01201542,Low (<25%),36.20480216283283,9008.0,3049.84,3013.1948914672003,11210.5,10095.0,1115.5,1,Moderate Risk,Loyal,441,9
239970,0,0.0005188428,Low (<25%),2.6689998012759193,13141.0,5146.81,5144.139614688533,8013.0,6645.0,1368.0,1,Moderate Risk,Loyal,442,10
240044,0,0.00039517265,Low (<25%),0.9423891193344204,13405.0,2743.55,2384.7528905009503,11884.5,11561.0,323.5,1,Moderate Risk,Needs Attention,241,7
240132,0,0.0033674606,Low (<25%),6.431669918573512,12534.0,2491.32,1909.9465985061597,12736.0,12460.0,276.0,1,Moderate Risk,Lost,131,5
240135,0,0.1482048,Low (<25%),662.291107288444,985.0,5246.28,4468.7561218559995,7798.0,7891.0,-93.0,1,Moderate Risk,Recent Low-Freq,412,7
240141,1,0.9804417,Critical (>75%),92.05269856887553,5965.0,7680.75,93.88900795312514,4819.5,13139.0,-8319.5,1,Moderate Risk,Lost,113,5
240143,0,0.44508424,Medium (25-50%),1061.869090625515,457.0,4944.24,2385.7710410629566,8443.5,11556.0,-3112.5,1,Moderate Risk,Hibernating,212,5
240209,0,0.021975359,Low (<25%),383.76886811803274,1882.0,20534.39,17463.599485133906,771.5,840.0,-68.5,1,Moderate Risk,Hibernating,224,8
240330,0,0.008833229,Low (<25%),39.229552573589,8766.0,5152.82,4441.13387908193,8001.5,7936.0,65.5,1,Moderate Risk,Hibernating,222,6
240362,0,0.011350044,Low (<25%),47.98597850250336,8127.0,4276.36,4227.82312584016,9717.0,8283.0,1434.0,1,Moderate Risk,Recent Low-Freq,412,7
240442,0,0.006918644,Low (<25%),22.627184264699064,10338.0,3293.25,3270.4651756470003,10928.5,9748.0,1180.5,1,Moderate Risk,Recent Low-Freq,421,7
240476,0,0.052146427,Low (<25%),241.17694527832765,2920.0,4879.44,4624.994638239119,8624.0,7593.0,1031.0,1,Moderate Risk,Loyal,442,10
240760,0,0.03598014,Low (<25%),395.57866557521083,1808.0,13115.41,10994.361488732697,1794.5,1902.0,-107.5,1,Moderate Risk,Needs Attention,244,10
240761,0,0.01688169,Low (<25%),136.22166070354461,4626.0,9438.92,8069.195720543654,2991.5,3370.0,-378.5,1,Moderate Risk,Hibernating,224,8
240829,0,0.0076239803,Low (<25%),17.123648812246564,11003.0,2263.28,2246.024797866616,13303.0,11872.0,1431.0,1,Moderate Risk,Loyal,431,8
240886,0,0.042055316,Low (<25%),320.22138791636763,2227.0,7948.57,7614.290376901879,4525.5,3787.0,738.5,1,Moderate Risk,Recent Low-Freq,423,9
240942,0,0.023057595,Low (<25%),156.96842485608806,4154.0,6968.34,6807.6668384577,5620.5,4604.0,1016.5,1,Moderate Risk,Champions,443,11
240963,0,0.004835129,Low (<25%),10.731388107343077,11867.0,2899.32,2219.4626259905535,11435.5,11933.0,-497.5,1,Moderate Risk,Lost,111,3
241038,0,0.005768598,Low (<25%),30.079179203890305,9580.0,5244.55,5214.2962993591,7806.0,6523.0,1283.0,1,Moderate Risk,Loyal,442,10
241144,0,0.00058291445,Low (<25%),2.5553355829281093,13160.0,4386.28,4383.723174006253,9529.5,8026.0,1503.5,1,Moderate Risk,Loyal,442,10
241167,0,0.0104232505,Low (<25%),49.124241051751774,8059.0,4762.59,4712.948331401205,8876.5,7435.0,1441.5,1,Moderate Risk,Loyal,432,9
241374,0,0.0032782697,Low (<25%),8.601916746397608,12185.0,2632.55,2623.919791101265,12209.5,10881.0,1328.5,1,Moderate Risk,Loyal,441,9
241391,0,0.017680427,Low (<25%),111.32136100512066,5293.0,6409.63,6296.305004687991,6098.5,5107.0,991.5,1,Moderate Risk,Recent Low-Freq,423,9
241421,0,0.004600864,Low (<25%),11.201203788041198,11788.0,2445.84,2434.58702279424,12930.5,11421.0,1509.5,1,Moderate Risk,Recent Low-Freq,421,7
241436,0,0.0019606713,Low (<25%),11.266314434693115,11780.0,5757.44,5746.1515526305275,6757.0,5705.0,1052.0,1,Moderate Risk,Recent Low-Freq,422,8
241495,0,0.049210455,Low (<25%),337.19172777406044,2108.0,8287.68,6852.034344613567,4090.5,4567.0,-476.5,1,Moderate Risk,Hibernating,223,7
241600,0,0.011788987,Low (<25%),67.74537195810221,7021.0,5815.05,5746.49645114565,6662.0,5704.0,958.0,1,Moderate Risk,Champions,443,11
241641,0,0.48939168,Medium (25-50%),1361.4259463190235,286.0,8717.05,2781.87390991,3547.0,10524.0,-6977.0,1,Moderate Risk,Hibernating,123,6
241675,0,0.014846629,Low (<25%),129.609837326779,4769.0,8861.48,8729.91689404908,3420.5,2818.0,602.5,1,Moderate Risk,Champions,443,11
241677,0,0.00024724915,Low (<25%),4.986266808707317,12759.0,20171.96,20166.972500036165,807.5,618.0,189.5,1,Moderate Risk,Champions,444,12
241714,0,0.050357558,Low (<25%),112.15425999142032,5268.0,2345.26,2227.1584335249204,13193.5,11916.0,1277.5,1,Moderate Risk,Loyal,431,8
241849,0,0.001289327,Low (<25%),10.5559012622578,11898.0,8197.71,8187.140471158829,4197.5,3264.0,933.5,1,Moderate Risk,Recent Low-Freq,423,9
241967,0,0.012095131,Low (<25%),75.13621022692075,6672.0,6288.16,6212.10388105104,6194.0,5188.0,1006.0,1,Moderate Risk,Champions,443,11
242028,0,0.0032148124,Low (<25%),7.834626749376089,12324.0,2444.9,2437.0401051632402,12932.5,11413.0,1519.5,1,Moderate Risk,Loyal,441,9
242288,0,0.020587107,Low (<25%),53.23065072141775,7825.0,2639.98,2585.6304492621402,12191.5,10977.0,1214.5,1,Moderate Risk,Recent Low-Freq,421,7
242304,0,0.040446907,Low (<25%),492.2102304233177,1434.0,12682.25,12169.292213699251,1938.0,1620.0,318.0,1,Moderate Risk,Champions,444,12
242348,0,0.54971826,High (50-75%),685.2242076669949,933.0,5259.71,1246.5007214186314,7771.5,12778.0,-5006.5,1,Moderate Risk,Lost,122,5
242387,0,0.0003056565,Low (<25%),2.578481778303705,13154.0,8438.46,8435.88072985101,3912.0,3050.0,862.0,0,Loyal Champions,Recent Low-Freq,413,8
242779,0,0.015939394,Low (<25%),33.95082797950095,9184.0,2489.17,2129.9949031626265,12758.5,12136.0,622.5,1,Moderate Risk,Needs Attention,241,7
242789,0,0.004575758,Low (<25%),18.04997907919432,10891.0,3962.83,3944.69704892486,10123.5,8743.0,1380.5,1,Moderate Risk,Loyal,441,9
242812,0,0.004837098,Low (<25%),34.09852128896174,9173.0,7083.64,7049.37573912328,5538.0,4374.0,1164.0,1,Moderate Risk,Champions,443,11
242917,0,0.0070000193,Low (<25%),75.2647304221965,6668.0,10827.87,10752.07470102211,2418.0,1961.0,457.0,1,Moderate Risk,Champions,434,11
243005,0,0.20291707,Low (<25%),1458.594021712989,245.0,14428.87,7188.128735118188,1485.5,4226.0,-2740.5,1,Moderate Risk,At-Risk High-Value,134,8
243018,0,0.033237517,Low (<25%),90.70217468914852,6016.0,2822.73,2728.90946363859,11648.5,10647.0,1001.5,1,Moderate Risk,Loyal,431,8
243061,0,0.44121078,Medium (25-50%),651.0610378414035,1013.0,3829.09,1475.6235961446896,10320.5,12714.0,-2393.5,1,Moderate Risk,Lost,111,3
243191,0,0.0031795972,Low (<25%),8.046155700894754,12286.0,2538.63,2530.558179160164,12562.0,11125.0,1437.0,1,Moderate Risk,Loyal,431,8
243294,0,0.03520959,Low (<25%),172.13805724914823,3877.0,5827.48,4888.953755188522,6646.0,7079.0,-433.0,1,Moderate Risk,Hibernating,213,6
243444,0,0.009196722,Low (<25%),80.87033304543793,6394.0,11537.51,8793.386713813676,2208.5,2779.0,-570.5,1,Moderate Risk,At-Risk High-Value,134,8
243455,0,0.005908419,Low (<25%),56.37083203598635,7640.0,9597.47,9540.764125900068,2913.5,2369.0,544.5,1,Moderate Risk,Recent Low-Freq,424,10
243557,0,0.11205267,Low (<25%),285.2292055015324,2510.0,3726.73,2545.492271639154,10444.0,11085.0,-641.0,1,Moderate Risk,Lost,121,4
243642,0,0.0013995583,Low (<25%),3.2582657275798503,13049.0,2331.33,2328.0671677484606,13212.5,11711.0,1501.5,1,Moderate Risk,Loyal,431,8
243696,0,0.016504824,Low (<25%),213.59211973093488,3229.0,13158.37,12941.19341902312,1786.5,1474.0,312.5,1,Moderate Risk,Champions,444,12
243713,0,0.0011982231,Low (<25%),4.64760403927096,12816.0,3883.4,3878.7468204134602,10234.5,8838.0,1396.5,0,Loyal Champions,Loyal,441,9
243734,0,0.28717688,Medium (25-50%),1104.825595135883,419.0,8635.4,3847.1954815299996,3671.5,8880.0,-5208.5,1,Moderate Risk,Lost,113,5
243741,0,0.003672017,Low (<25%),27.167719440098935,9866.0,7425.85,7398.582152560551,5155.5,4010.0,1145.5,1,Moderate Risk,Champions,443,11
243751,0,0.13648477,Low (<25%),690.4905744303582,924.0,8495.16,5059.103476749517,3845.5,6789.0,-2943.5,1,Moderate Risk,Hibernating,123,6
244032,0,0.010104662,Low (<25%),36.918979204936385,8951.0,4798.24,3653.658005080861,8786.5,9182.0,-395.5,1,Moderate Risk,Lost,122,5
244039,0,0.0044364263,Low (<25%),49.97634648024636,8005.0,11315.2,11265.00094913024,2251.5,1843.0,408.5,1,Moderate Risk,Champions,444,12
244099,0,0.0051491214,Low (<25%),21.664355359431273,10445.0,4863.54,4207.3887322662995,8665.5,8322.0,343.5,0,Loyal Champions,Hibernating,212,5
244132,0,0.003450328,Low (<25%),27.256999913443387,9856.0,7927.18,7899.82862888496,4541.0,3528.0,1013.0,1,Moderate Risk,Champions,443,11
244245,0,0.014822225,Low (<25%),151.5358219409134,4272.0,10377.37,10223.55428695175,2595.5,2122.0,473.5,1,Moderate Risk,Champions,444,12
244271,0,0.0082167275,Low (<25%),100.20102915665854,5669.0,15984.53,12194.761132903403,1205.5,1615.0,-409.5,1,Moderate Risk,At-Risk High-Value,134,8
