loyalty_number,total_flights_sum,total_flights_mean,total_flights_max,total_flights_std,points_accumulated_sum,points_accumulated_mean,points_redeemed_sum,points_redeemed_mean,distance_sum,distance_mean,months_with_flights,tenure_months,activity_rate,hyperbolic_flight_score,hyperbolic_distance_score,flights_last_3m,flights_last_6m,flights_last_12m,recency_ratio,total_pts_accumulated,total_pts_redeemed,net_unredeemed_points,redemption_ratio,recent_redemption_ratio,redemption_trend,loss_aversion_score,tier_rank,flight_trajectory,flights_first_6m_avg,flights_last_6m_avg,flight_cv,longest_active_streak,months_since_last_flight,mean_fe_deviation,std_fe_deviation,seasonal_volatility,last_flight_quarter,last_flight_month_of_year,clv,salary,province,marital_status,education,gender,enrollment_year,clv_percentile
213297,-0.032592513,-0.05706067,0.011811638,-0.094569646,-0.14033432,-0.14956774,-0.23844601,0.010488187,-0.029305935,0.09745701,-0.01757445,0.0,-0.15078679,-0.17935862,-0.33709002,-0.327286,-0.094991356,-0.1387927,-0.9090824,-0.08833928,-0.08264776,0.12300772,-0.16427071,-0.005703192,0.12150885,-0.7021282,-0.07167128,-0.12292856,-0.03614495,-0.11916641,-0.5778806,0.027440203,-0.92548645,0.024945976,-0.10052677,-0.29337588,-0.0009812383,-0.041647635,-0.18543641,-0.7796686,-0.04540261,0.085397735,0.019558024,-0.042953208,-0.0391318,0.014800523
213303,-0.030015325,-0.10749835,-0.00014709789,-0.14811784,-0.25765514,-0.34631073,-0.004706691,-0.16759205,0.04405911,-0.08463034,-0.16535924,0.0,-0.17109285,0.0926634,-0.112340316,-0.43934637,-0.09360763,-0.12233694,-0.480676,-0.0947265,0.04801164,0.27745524,-0.116405,-0.03431699,-0.63079685,-0.43142578,0.06161289,-0.040184867,0.17382605,-0.13740987,-0.5155217,0.08264695,0.26958957,-0.10058374,-0.23774172,-0.1242469,0.00040523923,0.05315228,-0.32117593,-0.08171537,-0.08211577,-0.018441178,0.040762074,-0.033823326,-0.80424786,-0.03637828
213432,-0.075255305,-0.007068757,0.002294282,-0.087964475,0.017632855,0.28913543,-0.09652133,0.023957705,0.06717748,-0.009614891,-0.12260972,0.0,-0.12534562,-0.27897456,-0.43714523,-0.1556322,-0.1177184,-0.121845715,-0.50852287,-0.009057308,-0.028626842,0.04354165,-0.08674939,0.031134015,0.09943441,0.15551692,-0.08130714,-0.11793448,-0.014139121,0.020187004,-0.17710547,-0.08818489,0.065721154,-0.14573546,-0.12295361,-0.02115048,-0.0012196198,0.059631445,-0.07065699,0.18200202,-0.05337985,-0.042091202,-0.03221084,-0.036180217,-0.10215195,-0.058050796
213480,-0.0837282,0.09283736,0.0160938,-0.04554997,-0.07822352,-0.04249461,-0.10014771,0.056186818,-0.002448701,-0.053835906,0.032915965,0.0,0.61437666,-0.29468355,-0.5275923,-0.6047942,-0.104414396,0.01574629,-0.69266534,0.013989977,-0.029109254,0.028355807,-0.054093745,0.032825153,0.107181594,0.15590972,-0.006789915,0.06909364,0.4276698,-0.053562876,0.4783299,0.032224957,-0.8664617,-0.09039747,-0.18642192,0.04605826,-0.00031883875,-0.046780564,-0.18328844,-0.10495542,-0.13414824,-0.03376038,-0.037920505,-0.0034467645,0.07587923,-0.009311874
213723,-0.03956627,-0.096836224,0.049650133,-0.069104224,-0.15379092,-0.23832913,-0.26710355,-0.015833883,0.017515503,0.0692499,0.09662665,0.0,-0.1643989,-0.2773784,-0.34022477,-0.35776812,-0.09608996,0.23670378,-0.38164452,-0.09429499,-0.11101692,0.010418102,-0.26108217,0.040144686,0.057392977,-0.4261834,-0.05626378,0.0003970082,-0.13057934,-0.13030526,-1.0400776,-0.0233153,-0.9235505,-0.103512816,-0.18072782,-0.64145535,-0.00095469865,-0.018333124,-0.1009408,-0.3776979,-0.047798384,-0.020600807,0.013644812,-0.042223375,0.041593283,-0.024132404
213813,-0.055198558,-0.08901541,-0.006130909,0.01313927,-0.13680567,-0.12759446,-0.24089462,-0.061635796,-0.15679352,0.011105642,-0.14124069,0.0,-0.17604454,-0.2884635,-0.2759022,-0.23449941,0.10952723,-0.07941239,-0.49608803,0.020833656,-0.101741046,-0.1563422,-0.19287309,0.019754957,0.12554151,-0.18079342,0.0018960019,-0.03184818,-0.165716,-0.020760678,-0.97842824,-0.021676961,0.18270004,-0.03145842,-0.08914026,0.073973745,-0.001742705,0.03046668,0.069526136,-0.14696829,-0.12358797,0.010640111,0.008229783,0.015797215,-0.8813913,0.060161132
213841,0.008746706,0.048657503,-0.21248199,-0.022177357,-0.17930153,-0.32235813,0.08571309,-0.4529311,-0.16904,-0.022565274,-0.13646105,0.0,-0.12712963,-0.24894083,-0.29305607,-0.465012,-0.07695591,0.057054445,-0.525149,-0.01822826,-0.053182684,-0.029584806,-0.04777282,-0.26445165,-0.2479241,-0.08386916,-0.093494706,-0.11067236,-0.05088316,-0.05379709,-0.15695733,-0.07054374,-0.73371416,-0.11405934,-0.08185371,-0.020032184,-0.0027214198,-0.03999117,-0.3627451,-0.24338207,-0.16340202,-0.03043953,-0.04859294,-0.0033975584,-0.060719963,-0.066625535
213934,-0.012289908,0.032432977,0.008809779,-0.09943712,-0.048742555,-0.004095791,-0.14025573,-0.10442704,-0.12557656,-0.082841165,-0.07343937,0.0,-0.25594336,-0.34179032,-0.86714923,-0.24907844,-0.21484606,-0.13664465,-0.46339536,-0.0015718612,-0.040583313,-0.09339871,-0.22471477,0.012110768,0.114453286,-0.07707462,-0.04709834,-0.027804242,-0.23885167,-0.070529394,-0.7132362,0.03128311,-0.58724236,0.019688593,-0.3118414,-0.55534106,-0.0044497093,0.0058541945,-0.0904173,-0.30068812,-0.077216595,0.012118718,0.02736399,0.016594037,-0.04704744,0.0468726
213979,-0.11269869,-0.080320254,0.009998918,-0.11406291,-0.07990347,-0.2545275,0.021472761,-0.057909247,-0.04451444,0.0060016005,-0.15952842,0.0,-0.08151446,-0.18347695,-0.31032354,-0.42407817,-0.12086372,0.0016987007,-0.69202816,-0.03585812,0.0002973086,-0.041285783,-0.058134835,-0.010646883,-0.63756377,0.1243629,-0.042845618,-0.21601476,-0.2829478,-0.08169055,-0.6001508,0.029135946,-0.78653735,-0.021136012,-0.365994,0.15582344,-0.00043195405,-0.045524765,-0.21161565,-0.020825513,0.006323619,-0.04373086,0.014238499,0.027666707,-1.0078578,0.0045974976
214030,0.0006333336,-0.11088699,-0.023456782,-0.13153727,-0.075898275,-0.32823664,0.17062792,-0.5403025,-0.11724718,-0.023971628,0.23161064,0.0,-0.06931574,-0.4551523,-0.06704506,-0.47063324,-0.12538393,0.10793432,-0.577346,0.011486087,-0.009512538,-0.13310248,-0.22725476,0.066547595,-0.25317773,-0.011634045,-0.052432906,-0.06671457,0.03706365,-0.25730473,-0.48570272,0.027662711,-0.7166688,-0.053575914,-0.077240646,-0.020515544,-0.0011254763,-0.04722906,-0.1452695,-0.56674874,-0.1272836,-0.064684376,-0.6125917,-0.04844186,-0.1545,-0.0113038905
214095,-0.14732008,-0.059619404,-0.13222073,-0.18925989,-0.49991933,-0.5426445,-0.1068952,-1.0553913,-0.1371271,0.0622374,-0.07541058,0.0,-0.32202625,-0.18231292,-0.72962654,-0.4929917,-0.12072442,-0.1913553,-0.72816736,-0.14337853,0.015769465,-0.09735435,-0.12329972,-0.107774824,-0.041185148,-0.475148,-0.09302251,-0.11525502,-0.3690749,-0.20255159,-0.1661565,0.050100807,-0.61255306,0.12383852,0.010680341,0.10028693,-0.000912791,-0.022575678,-0.556552,-0.6715812,-0.24964242,-0.037494615,0.04607624,-0.007703428,-0.3843436,-0.23422721
214322,-0.06573877,-0.016026706,0.0137622515,-0.083301105,0.03335736,0.04700815,-0.16802041,-0.1745335,-0.015221597,-0.04516931,0.035892136,0.0,0.359298,-0.24964364,-0.54417497,-0.3294522,-0.016425751,-0.12762403,-0.5447075,-0.05513877,-0.011604475,0.03689448,-0.12824985,0.015348763,-0.6518168,0.040243868,-0.0036152755,0.0631954,0.40540215,0.0029857345,0.04258291,-0.0690708,-1.097964,-0.0501182,-0.29379147,-0.018834777,0.0017606411,-0.049236834,-0.3940483,-1.3132876,0.024848463,-0.095511906,0.00012274715,-0.036768496,0.029263455,-0.20505267
214354,0.016004914,0.05774879,-0.041719906,-0.12244067,0.060199983,0.077407636,-0.119259365,-0.19908485,-0.039908253,-0.047014702,-0.13306631,0.0,-0.056035183,-0.3023688,-0.0009400457,-0.26681787,-0.07364657,0.012229253,-0.5362321,0.0027111706,-0.025022022,0.05041144,-0.102568135,0.0031342076,-0.675723,0.1595311,-0.014894346,-0.025772613,-0.17704093,-0.03397413,-0.28717548,0.023693668,-1.0890114,-0.030058078,-0.12458807,-0.29913452,-0.00071496103,-0.040879652,-0.16673887,-0.3094691,0.018243179,-0.05640786,-0.0055678887,0.006381373,-0.2011841,-0.025356304
214504,-0.103359394,-0.08360839,-0.15384054,0.010722651,-0.20435321,-0.28956994,-0.14575382,0.0612321,-0.030672496,0.09424485,-0.12217792,0.0,-0.12469913,-0.17842618,0.031685058,-0.23216775,-0.12953438,-0.14325178,-0.6210079,-0.042224593,-0.07447443,-0.12065278,-0.041200433,0.027210956,0.07565416,-0.72837514,-0.13381107,-0.019313503,-0.17891805,-0.030363876,-0.13907522,-0.052447386,-0.056425262,-0.013677246,0.25380954,-0.15879145,-0.0010835513,0.0028485134,-0.62691516,0.02999963,-0.050818715,-0.06191621,-0.005953892,0.019426592,-0.027534928,-0.05400478
214605,-0.05545872,0.0025823186,0.011855498,-0.13618322,-0.027714856,-0.23947482,0.13120422,-0.5682192,-0.030878522,0.08623574,-0.13287865,0.0,-0.149565,-0.34852323,0.17280935,-0.4407557,0.0043944614,-0.038127955,-0.39482003,-0.0021431036,-0.007588103,0.5153525,-0.20522454,-0.081226,-0.51395935,-0.0052313716,-0.0035621165,-0.019114178,-0.008907291,-0.071090475,-0.6543413,0.06841936,-0.81563646,-0.055187326,-0.102532424,0.017119596,-0.0009699556,-0.028099507,-0.23384908,-0.22843869,-0.23450106,-0.03737753,0.013463043,-0.033718064,-0.050335206,-0.0493221
214639,-0.009257567,0.010770906,0.02041589,-0.22548833,-0.1406421,-0.080631636,0.046252303,-0.1715513,-0.13793923,-0.04559025,-0.1371314,0.0,-0.24194877,-0.5481026,-0.17159113,-0.4763952,-0.027884813,-0.10602495,-0.27096513,-0.022517309,0.06833528,0.0075415834,-0.0063370024,-0.0127292015,-0.64259464,0.055644467,-0.08678555,-0.20933133,-0.12880437,-0.021094438,-0.58207566,0.05108778,-0.87071115,0.09799709,-0.16986814,-0.012915583,-0.0008457226,-0.050502833,0.15504484,-0.21898843,-0.063824534,-0.049504533,0.028582413,0.016402194,0.07292025,0.12926513
214661,-0.084459096,0.013185664,0.022994094,-0.1530332,-0.00043384553,0.05271844,0.00783462,-0.09260234,-0.09878707,-0.036051758,-0.084986515,0.0,-0.16115195,-0.18369895,-0.115290195,-0.2128878,-0.09763772,0.058128808,-0.35072485,-0.010521398,0.014256716,0.06734557,-0.17289504,-0.08989215,-0.10951742,0.020137947,-0.030871524,-0.10848722,-0.187768,-0.022102756,-0.23870729,-0.08502645,-0.43777642,-0.109482944,-0.09308079,-0.32750577,-0.0009362234,-0.012986558,-0.18120557,-0.26743034,-0.076956436,-0.053588588,-0.0056200232,-0.031779595,0.021491261,0.021809753
214878,-0.16625687,0.015253035,-0.00537672,-0.12025569,-0.015560226,0.11996431,-0.17649433,-0.37392196,0.06284163,-0.03392613,-0.148413,0.0,-0.08057862,-0.22638874,0.21694641,-0.142027,-0.14664583,-0.081202865,-0.49880016,-0.0069097374,-0.044256996,0.020780446,-0.11186984,-0.040279746,-0.60562223,0.11445857,-0.1292121,-0.17371975,-0.3174745,-0.00086208316,0.113958895,-0.3104977,-0.07787725,-0.021987367,-0.15758514,0.012762387,0.008925864,0.029901266,-0.19704972,-0.27586162,-0.04223992,0.0028972328,-0.00045262743,-0.03781662,-0.78200483,-0.07261765
214995,-0.11611922,0.018696427,-0.11925362,-0.061313596,-0.13853495,0.059064917,-0.1276093,0.04502771,-0.11758182,-0.06929293,-0.0054026456,0.0,0.23147269,-0.6283152,0.053688638,-0.3127311,-0.16396014,-0.08804478,-0.371558,-0.03286361,0.012926899,-0.09413202,-0.036729153,-0.0020794312,-0.52083015,0.013398013,-0.010162078,0.0216529,-0.29093453,-0.043532856,0.13448678,-0.19263437,-0.98331773,-0.2256816,-0.06653236,-0.11314349,-0.0013944004,-0.08198611,-0.17018914,-0.42988688,0.00068475545,-0.038140923,-0.037389744,0.017667852,-0.1705738,-0.028026279
215051,-0.12065631,0.14186227,0.021830369,-0.093571626,-0.09367147,0.08420499,-0.058698483,0.05112412,0.027963473,-0.09495539,0.08445852,0.0,0.6116204,-0.07657586,0.110460185,-0.28005326,-0.101804756,-0.111996226,-0.5667444,-0.010918495,-0.016293243,-0.05360765,-0.09001569,0.030625526,0.11074346,-0.0048060236,-0.005346878,-0.10059528,0.5458521,-0.044591166,0.34338656,-0.09309711,-0.9400716,0.0073234583,-0.07965202,-0.08671651,-0.001111398,-0.058903735,-0.15998605,-0.14038631,-0.026397903,-0.007365073,-0.026839519,-0.039577313,0.08139027,-0.04588731
215089,-0.08903347,-0.026573736,0.02412519,-0.083158046,-0.11990054,-0.17501757,-0.03578596,-0.20592606,-0.06543057,0.026018227,-0.033177655,0.0,0.06607752,-0.32059836,0.05898493,-0.34196386,-0.08276479,-0.06381671,-0.503448,0.0036012707,0.028548941,-0.0663061,-0.070036255,-0.04866726,-0.5421835,-0.10206943,-0.043422293,-0.028873047,-0.12718645,-0.04510884,-0.5755205,0.061567917,-0.92786515,0.023386024,-0.14237714,0.0072555314,-0.0009163249,-0.03697331,0.18360852,-0.4678316,-0.20240998,0.09366251,0.006036584,0.018072078,-0.020627167,0.15199035
215257,0.023852214,0.049985778,0.030184235,0.04497333,-0.03226587,0.0058779083,0.045741342,-0.11973721,-0.044300336,-0.11539988,-0.099953435,0.0,-0.12506747,-0.14402826,-0.25353175,-0.26407483,-0.08623213,-0.09562014,-0.22193518,0.007230834,0.03547671,-0.036365204,-0.013815595,-0.11691106,-0.2339195,0.021811377,-0.06926865,-0.10476209,-0.10136621,-0.04158003,-0.27682948,0.07939596,-0.85865414,-0.019394275,-0.10405206,-0.10765519,-0.0014490846,-0.045083165,-0.1617148,-0.37591913,-0.14144924,-0.058606975,0.023728851,-0.025403524,-0.03340854,-0.010530281
215260,-0.08597709,0.09149424,0.04467834,-0.1250131,-0.05252469,0.04773254,-0.07954596,-0.023605123,-0.001794934,-0.03809102,0.037072994,0.0,0.37667134,-0.06556393,-0.7918894,-0.24627136,-0.09027466,-0.022586066,-0.49159577,0.019130426,-0.003232859,-0.068458125,-0.108326174,0.009334599,-0.59080577,-0.013046591,-0.014807327,0.0849758,0.486078,-0.04223319,0.34066004,0.058117244,-0.97025174,-0.02101894,-0.056090508,-0.028742913,-0.0016782876,-0.045990992,-0.18199508,-0.17179154,0.026600745,-0.046746325,0.00873756,0.028389703,0.050586846,-0.023879759
215508,0.34831908,0.027683023,-0.007193958,-0.030190954,-0.4209985,-0.41526198,0.003011427,-0.7913145,0.07102293,-0.06085497,-0.1863453,0.0,-0.15308465,-0.32728514,-0.7052075,-0.5191424,-0.1278727,-0.0784151,-0.6278238,-0.14233522,-0.0058022155,0.15288073,-0.048335943,-0.345388,-0.08754179,-0.28639734,-0.06797362,-0.2069959,-0.18600526,-0.16492917,-0.31804144,0.09475176,-0.73259217,0.14453539,0.10831732,-0.032899257,-0.0007343432,-0.054325636,-0.22255725,-0.37127298,-0.060255397,0.023134744,0.021641042,-0.030608913,-0.03082594,-0.059888646
215567,0.009364839,-0.018908424,-0.0057692365,-0.1934466,-0.1033974,-0.19680639,-0.02071632,-0.14513293,-0.0077822306,0.004057522,-0.049574647,0.0,0.08315424,-0.32364285,-0.47028455,-0.37795472,-0.12058162,0.19952841,-0.71748704,0.013914684,0.011879267,-0.11399971,-0.04797489,0.015617685,-0.58544254,-0.11057377,-0.053715155,0.0024944693,-0.15946136,-0.07283382,-0.38014585,0.08068513,-0.8811344,0.00392071,-0.17830394,0.14024656,-0.00067573076,-0.040871978,-0.35631382,-0.16358638,-0.12877683,-0.043985125,0.00841382,-0.04399544,-0.029865496,-0.13161378
215626,-0.08360409,0.003420062,0.0084455395,-0.056707095,-0.15878604,-0.25318527,-0.033274867,0.06136313,0.034570213,0.0046983734,-0.20009603,0.0,-0.20533411,-0.11908735,0.0454472,-0.3720587,-0.16460146,-0.10005053,-0.89251447,-0.046038754,0.027687265,-0.18999249,-0.030270703,0.014483849,-0.16609722,-0.56431794,-0.04032163,-0.11801152,-0.17259482,-0.10170723,-0.6983971,-0.227833,-0.7072082,0.15991595,-0.01682971,-0.18608892,-0.0067680962,-0.04683044,0.1536686,-0.10101721,-0.04171509,-0.11013231,0.01133208,-0.020935329,-0.7008855,0.057841655
215639,-0.16942453,0.050799128,0.017348997,-0.10734108,-0.017904004,0.021210799,-0.11587709,0.033737816,-0.021967215,0.027648592,0.035192486,0.0,0.40908256,-0.033118397,-0.47036415,-0.2585252,-0.20783173,-0.10076051,-0.5683467,-0.02313526,-0.014774555,0.010808175,-0.101588614,0.008494578,0.050532106,-0.017311336,0.070226565,-0.1900401,0.43106252,-0.14715612,-0.3069703,-0.031838942,-0.040311627,0.039918058,-0.26664472,-0.18337859,-0.0017046202,0.016050618,-0.012135324,-0.13751256,-0.13901147,-0.03938921,-0.043594867,-0.09129485,-0.46168315,0.13732557
215651,-0.081785716,-0.04030571,0.021380257,0.06433605,-0.03295935,0.06534297,-0.1589419,0.07938231,-0.10850254,-0.054257132,-0.14402215,0.0,0.17700844,-0.21818128,-0.20779136,-0.41836154,0.01247914,-0.022693846,-0.24525268,-0.004348479,-0.09520273,0.03671307,-0.09635143,0.035338495,0.16824844,0.08116229,-0.0334888,0.05548346,0.3831353,-0.062390037,0.21514848,-0.07390489,-0.979317,-0.27638236,-0.015962373,0.12461356,-0.0015497981,-0.05013798,-0.16760273,0.10527139,0.01325927,0.079506636,0.02798194,-0.05962094,-0.0040694056,0.0025217638
215719,-0.13610661,-0.3116172,0.08589827,-0.12922122,-0.12911558,0.08291206,-0.04381645,0.051156964,-0.13843054,-0.21004741,-0.011900431,0.0,0.36439523,0.23106568,-0.31362194,-0.20556694,0.035017468,-0.048307832,-1.7650604,-0.02296646,-0.009344164,0.009158046,-0.087470554,0.012466302,0.016919654,-0.2655627,-0.062064555,-0.12371946,0.19375034,0.13491231,-0.76340884,0.032705676,-0.8960805,-0.1566895,-0.34377593,-0.22212598,-0.0045896545,-0.052667268,-0.3493996,0.17941222,-0.4874397,-0.01441321,-0.046491258,0.019812217,-0.2618912,-0.049466893
215840,0.0011249868,0.056731664,0.0060909134,-0.10132844,-0.08142866,0.039642386,0.016107725,0.16305606,-0.07155966,-0.033346698,-0.13149144,0.0,-0.100731164,0.13106562,-0.2400004,-0.48590946,-0.12108029,-0.06845254,-0.7358506,-0.037953105,0.027087603,0.08596485,-0.050137572,0.06667199,-0.7418881,0.18844132,-0.016752891,-0.04891084,-0.23738134,-0.03314025,-0.3002679,0.02855517,-0.91911936,-0.17103305,-0.08355023,-0.005965182,-0.0070968485,-0.065474585,0.04207441,-0.13016273,-0.10773877,-0.08913938,0.013123842,0.0033405544,-0.07711862,-0.03333295
215869,-0.063950814,0.038566243,-0.0920993,0.034337312,0.06915868,0.15885848,-0.105067514,0.013508839,0.045047585,-0.0087296115,-0.13595308,0.0,-0.20788863,-0.11709855,0.012902131,-0.34667137,-0.12802958,-0.120811544,-0.7552654,0.00044582807,-0.021860477,0.047304723,-0.09502895,0.039965186,0.1557702,0.14340019,-0.019624023,-0.048544765,-0.29202086,-0.04155936,0.18597949,-0.10421023,-0.63645226,-0.09637315,-0.03302885,-0.33755556,-0.001890545,0.0087316595,-0.26866034,-0.16992056,-0.093027785,0.013949256,-0.0024795516,-0.046150647,-0.0562339,-0.07774045
215952,-0.10701956,-0.04504392,-0.008080376,-0.14761291,-0.14879091,0.076240435,-0.11230551,-0.005768838,-0.1285424,-0.09899311,-0.13155425,0.0,-0.179303,0.0139996745,0.1127203,-0.5412858,-0.111936726,0.061456308,-0.51970005,-0.03928324,-0.050800152,0.018357694,-0.073371656,-0.008214013,0.0009724299,0.15250668,-0.13089919,-0.04236431,-0.16295767,-0.026914647,-0.2565579,-0.17344762,-0.9582037,-0.1353441,-0.103365056,-0.272766,-0.00032625475,-0.10137445,-0.10573859,0.0057743294,-0.028284783,-0.03471475,-0.45274204,0.014315939,-0.7783396,-0.017161908
215955,-0.10640822,0.07279086,0.020205988,-0.17053807,-0.064438015,0.0381309,-0.13371955,-0.13083544,0.01788122,-0.08361278,0.014270318,0.0,0.37286907,-0.1566513,-0.18435219,-0.34540343,-0.02992906,-0.07486819,-0.5055104,0.0098251505,0.00024771405,0.009869825,-0.14072715,-0.47383925,-0.29679048,0.06361226,0.04040507,0.030022955,0.57275903,-0.08671233,0.27537993,-0.35996008,-0.82033753,-0.0138368355,-0.13998108,0.020493653,-0.00077467976,-0.049696434,-0.17473346,0.03719114,-0.028375093,0.061711915,0.013623394,-0.073732644,0.06256417,-0.021674713
216040,-0.019807205,-0.0877271,0.023086805,-0.11224513,-0.12518398,-0.14110602,-0.18142176,-0.10360978,-0.08219516,0.011511415,-0.019979263,0.0,-0.014703135,0.18624362,-0.2833631,-0.20338187,-0.16607997,0.0045285295,-0.4554453,0.017750457,0.0049737273,-0.08180509,-0.057222072,-0.5508657,-0.23360144,-0.06817697,0.086795665,-0.009445969,-0.23649995,-0.0322009,-0.7249548,0.031279914,0.020327538,0.004595235,-0.14972104,-0.16159329,-2.1940214e-05,-0.0030785387,-0.25209665,-0.23329435,-0.08879509,-0.037563447,-0.020337112,-0.045604758,-0.033975337,-0.07015033
216095,-0.27287695,0.07395724,0.014822122,-0.15732716,-0.102285855,0.025762312,-0.12344213,0.045791004,-0.07742187,-0.2861564,-0.002863661,0.0,-0.31398627,0.1923492,-0.36059666,-0.21058059,-0.1802526,0.14414874,-0.37545264,-0.028311687,-0.0062967045,-0.18620752,-0.12028204,-0.011264449,0.052383997,0.069377005,-0.099508256,-0.079125516,-0.37649682,-0.057460904,0.0631751,-0.032420043,-0.14599654,-0.0033871753,-0.29188496,-0.22436763,-0.029102502,0.009194368,-0.4603384,-0.066870056,0.044217877,0.07777066,-0.052846752,0.059828576,-0.22626595,-0.1924393
216109,0.0864603,0.032307815,0.073319376,-0.09608664,-0.121672876,-0.30629125,-0.047298577,-0.11691611,-0.16204557,-0.08113584,-0.036414057,0.0,-0.10030987,-0.3122873,-0.0086417515,-0.19884011,-0.29821795,-0.014225678,-0.34212318,-0.013059599,0.0011508055,-0.071991086,-0.08060814,0.032746762,0.091761425,-0.10994617,0.06478092,-0.2469229,-0.30828235,-0.040653322,-0.6280754,0.09066711,-0.043187484,-0.108419135,-0.13286313,-0.11714659,-0.01462438,-0.007570323,-0.20960976,-0.019986903,-0.065583155,-0.015853416,0.026013382,-0.038411606,-0.04777468,-0.06728524
216139,0.07396361,-0.021374788,0.017543118,-0.05290255,-0.09707745,0.0058060926,0.23717085,-0.116550975,-0.13811846,-0.09930598,0.16298474,0.0,-0.16189103,0.07283814,0.26607165,-0.34202042,-0.23740132,-0.10225215,-0.4734373,-0.022587009,-0.027441699,-0.1353115,0.044648778,0.07004949,-0.54052615,-0.086362265,-0.0882853,-0.07018446,-0.13579895,-0.04633602,-0.96757674,0.20757215,-0.8911249,0.09333965,-0.12280603,-0.3791828,-0.008861663,0.0037694017,-0.0125464285,-0.05044393,-0.03374319,-0.088896886,0.022262145,0.0066038766,-0.19049048,-0.0047273906
216269,-0.026314411,-0.118860096,-0.16461805,-0.074767254,-0.16409913,-0.24758342,0.2923991,0.12919521,-0.0012806725,-0.094316125,0.25544715,0.0,-0.10744069,-0.10773561,-0.22690353,-0.24310373,-0.089699104,-0.0802204,-0.36441794,-0.18493049,0.07097395,0.19598754,-0.06253689,-0.050411634,-0.3372825,-0.36093146,-0.06789784,-0.021091586,-0.10940186,0.019984538,-0.5058058,0.0526161,-0.557681,-0.079607986,-0.0055667637,-0.5656202,-0.0013113375,-0.010152008,0.14298972,-0.7106538,-0.04462955,0.0059618466,-0.027701205,-0.022199992,-0.57878673,0.10691597
216467,0.02927678,0.046060402,0.002113225,-0.23704466,-0.08953631,-0.15329055,-0.029251264,0.09499349,-0.11908346,-0.049264513,-0.18066351,0.0,-0.12864015,-0.028837316,-0.111210994,-0.26224887,-0.018505909,-0.066230975,-0.63788587,-0.016969843,-0.009821903,-0.04383889,-0.13616279,-0.2216058,-0.4712095,-0.04580481,-0.028091146,-0.052804783,-0.20305347,-0.058614798,-0.35118586,-0.08580996,-0.90336585,-0.2002356,-0.09531527,0.00018804992,-0.0016095353,-0.05624329,0.11826755,-1.1320468,-0.12217041,-0.04271379,0.00020872167,0.02963958,-0.12173382,0.032132052
216487,-0.04413523,0.011302454,0.027395742,-0.04318753,0.0099545065,-0.03346953,-0.18524526,0.049273495,-0.11665859,-0.06788824,-0.19432086,0.0,-0.30764976,-0.3716746,-0.08068749,-0.35121724,-0.0015516053,-0.07891794,-0.7256141,-0.02523499,-0.09996039,-0.045884326,-0.15276618,0.022855556,0.1427762,-0.051069267,0.010932977,-0.1471741,-0.15579891,-0.07569776,-0.8202887,-0.1023798,-0.93104076,0.043460477,-0.20402804,-0.4576591,-0.0009105304,-0.025574723,-0.342311,-0.24135944,-0.056881394,0.102965534,-0.0063380916,-0.045100313,-0.009629391,-0.12117692
216517,0.02897571,-0.082392514,-0.08782082,0.07844171,-0.11382014,-0.29837885,0.029537186,0.050416168,0.00030689262,0.056174748,-0.15082689,0.0,-0.2123865,-0.4072751,-0.36588767,-0.31984442,-0.101135984,0.06355241,-0.41136444,-0.05294918,0.029514754,-0.0209531,0.0028700852,-0.15322329,-0.025182333,-0.43556523,0.0030756083,-0.08248465,-0.1369701,-0.14660981,-0.3187941,0.057291638,-0.72484154,-0.05362901,0.27649105,-0.23923692,-0.00081657537,-0.050880916,-0.15845758,-0.5970399,-0.056053817,-0.049978808,0.028810775,0.004039563,-0.12507647,-0.015670428
216573,-0.025356166,-0.03710596,0.02798162,-0.049714576,-0.041878417,0.009315503,-0.25935745,0.0062704077,-0.13632812,-0.06276795,-0.06586807,0.0,-0.32198697,-0.5913547,-0.109961934,-0.31639427,-0.030385,-0.06991873,-0.39044353,0.0023899642,-0.07288294,-0.0935183,-0.17710492,-0.005235523,0.116254896,0.019517342,-0.03239555,-0.023728933,-1.5725323e-05,-0.15587284,-0.84759176,-0.057133272,-1.0021915,0.043339025,-0.09052406,-0.23923782,-0.0016324952,-0.079573475,0.09173163,-0.042224597,-0.05043882,-0.04059068,0.0012440056,-0.029461088,0.06713087,0.012174098
216596,0.012767438,-0.044149734,-0.12892526,-0.13594559,-0.01746743,-0.29915273,-0.14800598,0.09169642,-0.07320803,0.0528508,0.033008542,0.0,0.22260241,-0.37433505,-0.20403476,-0.57419145,0.037118174,0.29940614,-0.825981,-0.025514795,-0.06608219,0.106443025,-0.034586765,0.050328754,0.03428536,0.023820804,-0.14097771,-0.045167506,-0.17054169,-0.046187486,0.21610431,-0.1592275,-0.8644216,0.15583363,0.12337186,0.20812565,-0.0011157214,-0.038346414,-0.48190823,-0.08395902,-0.311991,-0.04535227,0.035631653,-0.08328349,-0.2687086,-0.14125255
