loyalty_number,total_flights_historical,total_distance_historical,total_points_accumulated,total_points_redeemed,tenure_months,clv,loyalty_card,salary,province,marital_status,education,gender,enrollment_year,churned
244652,26,43327.0,43327.0,305,18,8558.04,Aurora,47238.0,British Columbia,Married,High School or Below,Male,2014,0
244676,21,30550.0,30550.0,827,18,5512.34,Aurora,65546.0,Quebec,Married,Bachelor,Female,2017,0
244762,15,20422.0,20422.0,471,18,7412.96,Aurora,73544.0,Ontario,Single,College,Male,2013,0
244865,17,28776.0,28776.0,607,18,5100.74,Nova,62044.0,British Columbia,Single,Bachelor,Female,2017,0
244925,20,29131.0,29131.0,0,18,5334.18,Star,85295.0,Quebec,Single,Bachelor,Male,2017,0
245066,25,24254.0,36381.0,0,5,7781.0,Star,73544.0,Quebec,Married,College,Female,2018,0
245289,47,69877.0,69877.0,1814,18,2858.29,Star,91832.0,British Columbia,Married,Bachelor,Female,2013,0
245356,24,26714.0,26714.0,1554,18,6113.87,Nova,73544.0,Newfoundland,Single,College,Male,2016,0
245419,39,55029.0,55029.0,389,18,3288.66,Nova,73544.0,British Columbia,Single,College,Female,2013,0
245465,29,38295.0,38295.0,987,18,4319.15,Star,69818.0,Ontario,Married,Doctor,Male,2015,0
245575,12,12457.0,12457.0,879,18,4376.36,Star,78573.0,Newfoundland,Divorced,Bachelor,Male,2017,0
245604,32,47784.0,47784.0,1700,18,4379.77,Star,66845.0,British Columbia,Divorced,Bachelor,Male,2014,0
245800,33,55697.0,55697.0,1076,18,8901.68,Aurora,73544.0,Ontario,Single,College,Male,2012,0
245929,21,41940.0,41940.0,0,18,7180.28,Nova,73544.0,Quebec,Single,College,Male,2015,0
246059,18,22971.0,22971.0,0,18,8834.32,Star,56883.0,British Columbia,Divorced,Bachelor,Female,2017,0
246187,25,33523.0,33523.0,1795,18,18534.61,Nova,52017.0,Quebec,Married,High School or Below,Male,2016,0
246273,29,37498.0,37498.0,0,18,24138.06,Star,71195.0,Newfoundland,Divorced,Bachelor,Female,2012,0
246323,18,31245.0,31245.0,513,18,8164.31,Nova,61991.0,Nova Scotia,Single,Doctor,Female,2014,0
246405,32,53511.0,53511.0,1371,18,2491.26,Star,72896.0,Ontario,Divorced,High School or Below,Male,2012,0
246421,20,18600.0,27900.0,0,5,8161.58,Aurora,91784.0,British Columbia,Married,Bachelor,Female,2018,0
246517,9,12229.0,12229.0,0,18,3683.1,Star,73544.0,Ontario,Married,College,Female,2013,0
246571,33,48184.0,48184.0,335,18,2496.77,Star,73544.0,British Columbia,Single,College,Male,2015,0
246591,15,18492.0,18492.0,0,18,2582.41,Star,88055.0,Ontario,Married,Bachelor,Male,2017,0
246690,16,19271.0,28906.5,0,5,7343.35,Aurora,73544.0,British Columbia,Single,College,Male,2018,0
246722,9,10574.0,10574.0,511,18,7285.03,Star,64680.0,Ontario,Married,Bachelor,Male,2017,0
246734,24,41187.0,41187.0,686,18,2336.18,Star,73544.0,Quebec,Single,College,Female,2015,0
246737,34,45109.0,45109.0,440,18,4531.68,Nova,73544.0,Manitoba,Single,College,Female,2016,0
246775,13,22479.0,22479.0,0,18,5227.23,Aurora,42956.0,Ontario,Married,High School or Below,Female,2017,0
246800,19,36134.0,36134.0,0,18,3238.0,Nova,75990.0,Quebec,Married,Bachelor,Male,2016,0
246935,30,44202.0,44202.0,1734,18,15769.11,Star,53842.0,New Brunswick,Married,Bachelor,Female,2014,0
247050,23,32370.0,32370.0,1591,18,8750.64,Nova,75114.0,Manitoba,Divorced,Bachelor,Male,2012,0
247180,34,50693.0,50693.0,0,18,9934.87,Star,73162.0,Ontario,Married,Bachelor,Male,2014,0
247220,26,36900.0,36900.0,1446,18,2454.58,Star,48852.0,Ontario,Married,Bachelor,Female,2015,0
247247,13,18349.0,18349.0,0,18,3508.93,Nova,73544.0,Newfoundland,Single,College,Female,2014,1
247391,6,12328.0,12328.0,0,18,12734.21,Aurora,50217.0,Ontario,Single,Bachelor,Female,2017,1
247433,19,30968.0,30968.0,0,18,38230.21,Star,90682.0,British Columbia,Married,Bachelor,Female,2017,0
247471,31,54004.0,54004.0,1283,18,4974.8,Star,87259.0,Ontario,Divorced,Bachelor,Female,2013,0
247514,25,35315.0,35315.0,0,18,3319.62,Nova,82509.0,Ontario,Single,Bachelor,Female,2013,0
247551,45,79053.0,79053.0,1195,18,27443.47,Aurora,92144.0,Ontario,Married,Bachelor,Male,2012,0
247607,26,48247.0,48247.0,696,18,3569.86,Nova,73544.0,British Columbia,Single,College,Female,2016,0
247645,33,52213.0,52213.0,0,18,16953.08,Star,88103.0,Ontario,Single,Bachelor,Female,2014,0
247680,22,34504.0,34504.0,791,18,2227.07,Star,127574.0,Alberta,Married,Master,Male,2017,0
247692,2,2399.0,2399.0,0,18,8646.5,Nova,78830.0,Manitoba,Married,Bachelor,Female,2017,1
247714,32,54518.0,54518.0,510,18,10357.51,Star,81892.0,Alberta,Divorced,Bachelor,Male,2017,0
247721,24,34602.0,34602.0,464,18,5096.67,Star,210090.0,Quebec,Divorced,Doctor,Female,2013,0
248011,28,43611.0,43611.0,0,18,4068.09,Nova,73544.0,Ontario,Married,College,Male,2016,0
248138,19,32651.0,32651.0,463,18,8617.55,Nova,67097.0,Quebec,Married,Bachelor,Female,2016,0
248265,29,39836.0,39836.0,375,18,22425.26,Aurora,48398.0,British Columbia,Married,Bachelor,Male,2014,0
248356,40,54327.0,54327.0,399,18,20315.0,Star,78160.0,British Columbia,Married,Bachelor,Male,2016,0
248433,35,58866.0,58866.0,312,18,3123.08,Nova,73544.0,British Columbia,Married,College,Female,2015,0
248461,29,47037.0,47037.0,0,18,8689.82,Aurora,73544.0,Ontario,Divorced,College,Female,2012,0
248487,29,41792.0,41792.0,391,18,3241.31,Nova,80853.0,British Columbia,Married,Bachelor,Female,2013,0
248593,31,59593.0,59593.0,509,18,5041.3,Nova,58421.0,Ontario,Married,Bachelor,Female,2014,0
248620,33,48871.0,48871.0,1357,18,8296.18,Nova,73544.0,Ontario,Married,College,Female,2012,0
248885,22,30181.0,30181.0,761,18,9490.41,Aurora,73544.0,British Columbia,Single,College,Female,2016,0
248952,15,22886.0,22886.0,351,18,7263.6,Star,95373.0,Ontario,Married,Bachelor,Female,2013,0
249019,41,56686.0,56686.0,1097,18,7573.34,Aurora,96019.0,New Brunswick,Married,Bachelor,Female,2014,0
249224,44,81730.0,81730.0,470,18,4974.8,Aurora,87259.0,Ontario,Divorced,Bachelor,Male,2013,0
249270,23,33613.0,50419.5,0,5,7486.07,Aurora,71638.0,British Columbia,Divorced,Bachelor,Male,2018,0
249352,28,34500.0,34500.0,1540,18,6013.74,Nova,72217.0,New Brunswick,Married,High School or Below,Male,2015,0
249408,4,7072.0,10608.0,0,5,3792.83,Nova,73544.0,Saskatchewan,Married,College,Female,2018,0
249466,31,43293.0,43293.0,2437,18,4741.81,Nova,73544.0,Ontario,Single,College,Male,2015,0
249555,27,39285.0,39285.0,0,18,4876.47,Star,73544.0,Ontario,Married,College,Female,2015,0
249559,31,39055.0,39055.0,682,18,3933.81,Star,50879.0,Saskatchewan,Single,Bachelor,Male,2012,0
249693,33,55266.0,55266.0,0,18,11638.9,Nova,71630.0,Ontario,Married,High School or Below,Male,2012,0
249723,28,35658.0,35658.0,926,18,7887.82,Star,55432.0,British Columbia,Married,Bachelor,Female,2014,0
249795,17,25475.0,25475.0,803,18,5936.34,Star,63291.0,British Columbia,Married,Bachelor,Male,2017,0
249811,12,15906.0,15906.0,0,18,2829.86,Nova,50432.0,Ontario,Married,Bachelor,Male,2017,0
249813,37,45031.0,45031.0,1956,18,26570.34,Nova,73544.0,Quebec,Married,College,Male,2015,0
249841,18,23682.0,23682.0,0,18,8268.27,Star,101730.0,Ontario,Married,Bachelor,Female,2017,0
249982,39,66912.0,66912.0,1386,18,9802.55,Nova,93688.0,British Columbia,Married,Bachelor,Male,2012,0
250280,27,37784.0,37784.0,1302,18,8521.74,Aurora,59647.0,British Columbia,Married,Bachelor,Male,2016,0
250311,35,53374.0,53374.0,948,18,2646.57,Star,213687.0,Ontario,Divorced,Doctor,Female,2012,0
250315,42,65155.0,65155.0,1301,18,32069.88,Star,50091.0,Saskatchewan,Single,Bachelor,Male,2015,0
250363,26,24808.0,37212.0,0,5,2534.95,Star,68787.0,Quebec,Single,Bachelor,Male,2018,0
250380,15,28587.0,28587.0,0,18,4803.78,Star,219564.0,Newfoundland,Married,Doctor,Female,2017,0
250422,26,25447.0,25447.0,1176,18,7264.8,Nova,43337.0,British Columbia,Married,High School or Below,Male,2012,0
250586,28,35002.0,35002.0,1624,18,8827.23,Aurora,73544.0,Quebec,Single,College,Male,2013,0
250619,25,43787.0,43787.0,0,18,2503.6,Star,66507.0,Nova Scotia,Married,Bachelor,Male,2016,0
250696,22,29007.0,29007.0,1135,18,5325.39,Aurora,77619.0,British Columbia,Married,Bachelor,Female,2013,0
250711,17,24040.0,24040.0,0,18,3979.39,Star,73544.0,British Columbia,Single,College,Female,2014,0
250854,24,31169.0,31169.0,804,18,7308.43,Star,54675.0,British Columbia,Married,Bachelor,Female,2016,0
250921,38,64222.0,64222.0,1331,18,19454.41,Star,75704.0,Ontario,Single,Bachelor,Male,2016,0
251012,17,22762.0,22762.0,1359,18,14944.84,Aurora,73544.0,Ontario,Married,College,Male,2017,0
251023,28,39899.0,39899.0,1714,18,4016.54,Star,73544.0,Ontario,Single,College,Female,2013,0
251095,35,44497.0,44497.0,1291,18,7082.83,Aurora,70916.0,Alberta,Divorced,Bachelor,Female,2016,0
251195,24,35737.0,35737.0,1547,18,13931.35,Nova,59490.0,Ontario,Married,Bachelor,Male,2013,0
251211,8,11525.0,11525.0,0,18,13369.44,Nova,69080.0,Quebec,Married,Bachelor,Male,2017,0
251223,18,28415.0,28415.0,1504,18,6652.47,Star,57434.0,British Columbia,Married,Bachelor,Male,2017,0
251324,33,55103.0,55103.0,491,18,4777.12,Nova,73544.0,Ontario,Married,College,Female,2012,0
251432,27,47126.0,47126.0,529,18,7613.05,Aurora,236637.0,Nova Scotia,Married,Doctor,Male,2013,0
251436,31,50420.0,50420.0,0,18,5714.25,Star,73544.0,New Brunswick,Married,College,Female,2017,0
251641,21,19453.0,19453.0,372,18,22500.88,Star,73544.0,Alberta,Single,College,Male,2017,0
251779,23,35995.0,35995.0,578,18,13246.57,Star,58907.0,Nova Scotia,Married,Bachelor,Male,2015,0
251874,19,22591.0,22591.0,435,18,10442.65,Aurora,54390.0,Ontario,Married,High School or Below,Female,2012,0
251950,17,23888.0,23888.0,1143,18,23675.03,Star,65763.0,British Columbia,Married,Bachelor,Female,2017,0
252082,30,51243.0,51243.0,883,18,7229.33,Star,76064.0,Newfoundland,Single,Bachelor,Male,2014,0
252110,24,34936.0,34936.0,2898,18,7920.11,Star,97240.0,Ontario,Married,Bachelor,Female,2014,1
252136,27,32022.0,32022.0,446,18,14428.87,Star,73544.0,Quebec,Single,College,Female,2013,0
252147,32,64103.840000003576,96155.76000000536,0,5,5384.02,Aurora,54235.0,Quebec,Single,Bachelor,Male,2018,0
252271,36,49351.0,49351.0,0,18,17497.52,Aurora,73544.0,Ontario,Divorced,College,Female,2016,0
252341,38,58324.0,58324.0,336,18,4967.54,Aurora,52779.0,Quebec,Married,Bachelor,Male,2013,0
252419,30,39808.0,39808.0,1942,18,5029.3,Nova,61259.0,Ontario,Divorced,Bachelor,Male,2015,0
252450,40,69004.0,103506.0,580,5,6863.12,Aurora,50458.0,British Columbia,Married,Bachelor,Female,2018,0
252476,21,32099.0,32099.0,1334,18,3398.01,Nova,73544.0,British Columbia,Married,College,Male,2016,0
252679,6,10810.0,10810.0,0,18,7693.12,Nova,71908.0,New Brunswick,Married,Bachelor,Female,2017,0
252782,34,42307.0,42307.0,0,18,7194.23,Nova,73544.0,Ontario,Single,College,Male,2013,0
252954,30,50600.0,50600.0,0,18,19512.0,Star,73544.0,British Columbia,Single,College,Male,2016,0
253046,28,43744.0,43744.0,540,18,7218.38,Star,65096.0,Newfoundland,Single,Bachelor,Male,2012,0
253098,24,37190.0,37190.0,1068,18,4468.22,Nova,73544.0,Quebec,Single,College,Female,2015,0
253210,17,21855.0,21855.0,944,18,8545.61,Star,57851.0,British Columbia,Married,Bachelor,Female,2016,0
253282,31,51935.0,51935.0,0,18,3314.55,Star,78434.0,British Columbia,Married,Bachelor,Female,2014,1
253283,17,17959.0,17959.0,593,18,10169.37,Star,73544.0,Ontario,Married,College,Female,2017,1
253466,7,9185.0,9185.0,398,18,12836.01,Aurora,73544.0,Ontario,Married,College,Male,2017,0
253528,13,22015.0,22015.0,631,18,8002.31,Star,73544.0,Ontario,Married,College,Male,2017,0
253601,34,57284.0,57284.0,875,18,6289.95,Aurora,49817.0,British Columbia,Married,Bachelor,Female,2016,0
253609,16,27917.0,41875.5,0,5,14696.64,Star,65088.0,Quebec,Married,Bachelor,Female,2018,0
253619,16,18552.0,18552.0,301,18,5800.19,Nova,73544.0,Ontario,Married,College,Male,2016,0
253635,31,48235.0,48235.0,0,18,8016.75,Aurora,92516.0,British Columbia,Married,Bachelor,Female,2014,0
253689,26,39255.0,39255.0,0,18,7756.17,Nova,47512.0,Ontario,Divorced,Bachelor,Female,2013,0
253825,28,47747.0,47747.0,804,18,2305.24,Star,73544.0,Quebec,Married,College,Male,2014,0
253852,32,42228.0,42228.0,1373,18,4746.69,Nova,112349.0,Alberta,Married,Doctor,Male,2014,0
254097,10,20900.0,31350.0,0,5,10656.88,Nova,84988.0,Quebec,Married,Bachelor,Male,2018,0
254230,32,45472.0,45472.0,1056,18,12948.4,Aurora,54417.0,Quebec,Single,Bachelor,Male,2013,0
254361,28,45496.0,45496.0,700,18,22207.83,Nova,61506.0,British Columbia,Married,Bachelor,Female,2012,0
254371,27,46575.0,46575.0,0,18,5563.77,Nova,57809.0,Nova Scotia,Divorced,Bachelor,Male,2014,0
254372,27,38661.0,38661.0,1474,18,23981.54,Star,93641.0,Ontario,Married,Bachelor,Male,2015,0
254428,9,13411.0,13411.0,0,18,5867.13,Aurora,52308.0,Ontario,Married,Bachelor,Male,2018,0
254546,19,27339.0,27339.0,458,18,2442.22,Star,73544.0,Quebec,Single,College,Female,2014,0
254567,6,11244.0,11244.0,0,18,25830.91,Star,85881.0,Ontario,Married,Bachelor,Male,2018,0
254575,28,46089.0,46089.0,1532,18,4572.04,Star,73544.0,British Columbia,Married,College,Female,2012,0
254579,21,28518.0,28518.0,0,18,2552.23,Star,57627.0,British Columbia,Married,Bachelor,Male,2015,0
254667,30,47630.0,47630.0,0,18,8444.84,Nova,87777.0,British Columbia,Single,Bachelor,Female,2015,0
254683,33,56791.0,56791.0,483,18,5067.64,Aurora,76592.0,Quebec,Married,Bachelor,Male,2012,0
254745,8,19896.0,29844.0,0,5,25997.75,Star,45561.0,Ontario,Married,Bachelor,Female,2018,0
254853,11,19168.0,19168.0,427,18,5801.13,Aurora,67709.0,British Columbia,Divorced,Bachelor,Male,2017,0
254860,24,27958.0,27958.0,0,18,5528.21,Nova,58314.0,British Columbia,Single,Bachelor,Male,2014,0
254940,36,36068.0,36068.0,1595,18,2426.96,Star,73544.0,British Columbia,Single,College,Female,2014,0
255032,12,22216.0,22216.0,547,18,4845.0,Nova,73544.0,Quebec,Married,College,Male,2016,1
255087,26,42664.0,42664.0,359,18,14429.89,Star,73544.0,Nova Scotia,Married,College,Male,2012,0
255108,30,47583.0,47583.0,435,18,5989.77,Nova,80816.0,British Columbia,Single,Bachelor,Male,2013,0
255215,20,33824.0,33824.0,460,18,10127.77,Star,66699.0,British Columbia,Married,High School or Below,Male,2014,0
255267,24,36001.0,36001.0,0,18,14517.44,Nova,86694.0,British Columbia,Married,Bachelor,Female,2014,0
255320,42,70849.0,70849.0,1154,18,33473.35,Aurora,56193.0,Ontario,Divorced,Bachelor,Female,2015,0
255333,26,39390.0,39390.0,422,18,8044.87,Aurora,84147.0,Quebec,Married,Bachelor,Female,2014,0
255425,27,37168.0,37168.0,439,18,11628.73,Nova,103494.0,British Columbia,Married,Bachelor,Female,2014,0
255475,43,61088.0,61088.0,366,18,3686.72,Nova,73544.0,Ontario,Married,College,Male,2016,0
255509,30,41497.0,41497.0,602,18,2722.41,Star,74802.0,British Columbia,Divorced,Bachelor,Male,2017,0
255546,44,73657.0,73657.0,863,18,2063.39,Star,73544.0,British Columbia,Single,College,Male,2015,0
255653,14,26670.0,26670.0,762,18,8509.85,Nova,250253.0,Ontario,Divorced,Doctor,Female,2015,0
255718,26,39766.0,39766.0,424,18,4792.81,Star,229203.0,British Columbia,Married,Doctor,Male,2013,0
255740,17,28976.0,28976.0,476,18,5586.89,Nova,100809.0,Quebec,Married,Bachelor,Male,2017,0
255836,56,76927.0,76927.0,1457,18,4971.35,Star,104192.0,Ontario,Married,Bachelor,Female,2013,0
255951,21,35585.0,35585.0,0,18,8078.53,Star,73544.0,British Columbia,Married,College,Female,2016,0
255994,20,22136.0,33204.0,1247,5,2661.73,Star,83303.0,Newfoundland,Married,High School or Below,Male,2018,0
256003,42,62166.0,62166.0,600,18,13494.76,Aurora,73544.0,British Columbia,Single,College,Male,2012,0
256013,21,33060.0,33060.0,1809,18,3369.71,Star,60997.0,Ontario,Married,Bachelor,Female,2015,0
256135,22,34016.0,34016.0,524,18,4838.88,Star,73544.0,Ontario,Single,College,Male,2015,0
256147,35,57487.0,57487.0,339,18,3958.0,Star,73544.0,Ontario,Married,College,Female,2012,0
256188,9,11681.0,11681.0,0,18,4270.03,Nova,73544.0,Ontario,Married,College,Female,2018,0
256198,3,3181.0,3181.0,0,18,5531.72,Nova,68565.0,Ontario,Divorced,Bachelor,Male,2018,0
256323,23,43711.0,43711.0,885,18,4669.23,Star,87635.0,Quebec,Married,Bachelor,Male,2014,0
256360,15,25034.0,25034.0,0,18,11814.53,Aurora,61911.0,British Columbia,Married,Bachelor,Female,2017,0
256434,39,49532.0,49532.0,846,18,5373.72,Star,73544.0,Quebec,Married,College,Female,2015,0
256483,29,45125.0,45125.0,0,18,8647.14,Aurora,73544.0,British Columbia,Married,College,Female,2014,0
256486,17,28755.0,28755.0,0,18,5797.6,Star,82599.0,British Columbia,Married,Bachelor,Female,2016,0
256502,34,50276.0,50276.0,383,18,10255.8,Nova,73544.0,Quebec,Single,College,Male,2014,0
256574,17,24344.0,24344.0,1077,18,8403.91,Star,73544.0,Ontario,Married,College,Female,2016,0
256731,22,41370.0,41370.0,419,18,7614.14,Aurora,51878.0,British Columbia,Married,Bachelor,Female,2017,0
256821,8,12242.0,12242.0,850,18,5194.65,Nova,69872.0,Ontario,Married,Bachelor,Male,2017,1
257236,34,54387.0,54387.0,0,18,13976.52,Nova,88320.0,Ontario,Married,Bachelor,Male,2012,0
257301,22,30613.0,30613.0,784,18,4811.18,Nova,73544.0,Quebec,Divorced,College,Male,2012,0
257391,19,19808.0,19808.0,1254,18,4364.31,Star,64692.0,British Columbia,Single,Bachelor,Female,2015,0
257417,28,39036.0,39036.0,1074,18,13759.15,Aurora,91789.0,Saskatchewan,Single,Master,Female,2012,0
257440,15,23077.0,23077.0,1601,18,2485.11,Star,87965.0,Quebec,Married,Bachelor,Female,2013,0
257463,8,11768.0,11768.0,0,18,5339.39,Nova,93684.0,British Columbia,Married,Bachelor,Female,2017,1
257506,22,33359.0,33359.0,1064,18,15114.4,Aurora,78318.0,Quebec,Married,High School or Below,Female,2017,0
257575,22,27442.0,27442.0,499,18,4582.67,Star,82460.0,Ontario,Married,Bachelor,Male,2016,0
257579,19,30617.0,30617.0,1933,18,2449.32,Star,66388.0,Manitoba,Single,Bachelor,Female,2013,0
257705,28,37819.0,37819.0,519,18,2294.3,Star,73544.0,Ontario,Divorced,College,Male,2014,0
257862,6,8681.0,8681.0,0,18,14140.56,Nova,75071.0,Ontario,Married,Bachelor,Female,2017,0
257880,20,29291.0,29291.0,479,18,5389.5,Nova,80516.0,Ontario,Married,Bachelor,Female,2015,0
257981,26,46957.0,46957.0,1780,18,3208.92,Nova,61275.0,British Columbia,Married,Bachelor,Female,2013,0
257985,15,27056.0,27056.0,956,18,8183.59,Star,69448.0,Ontario,Married,High School or Below,Female,2017,0
258067,11,21426.0,21426.0,0,18,8630.7,Aurora,73544.0,Quebec,Married,College,Female,2017,0
258088,31,46701.0,46701.0,0,18,2446.66,Star,92075.0,Ontario,Divorced,Bachelor,Female,2017,0
258102,28,37201.0,37201.0,420,18,3528.04,Star,54794.0,British Columbia,Married,Bachelor,Male,2012,0
258123,20,30724.0,30724.0,1065,18,7451.48,Aurora,73479.0,Saskatchewan,Married,High School or Below,Male,2015,0
258166,24,27337.0,27337.0,646,18,20864.31,Aurora,73544.0,Quebec,Married,College,Female,2013,0
258184,30,48545.0,48545.0,554,18,8382.48,Aurora,50930.0,Ontario,Married,Bachelor,Male,2014,0
258202,32,34300.0,34300.0,537,18,8930.14,Star,73544.0,Ontario,Married,College,Male,2016,0
258228,6,4929.0,4929.0,1120,18,7870.36,Nova,87330.0,British Columbia,Married,Bachelor,Female,2017,0
258238,38,49434.0,49434.0,462,18,4012.32,Star,66461.0,British Columbia,Married,Bachelor,Female,2017,0
258248,32,47910.0,47910.0,0,18,2639.64,Star,96836.0,Ontario,Married,Bachelor,Male,2015,0
258296,19,30151.0,30151.0,1288,18,44856.11,Aurora,77037.0,Quebec,Married,Bachelor,Female,2012,1
258323,23,33399.0,33399.0,383,18,8471.42,Aurora,78382.0,Ontario,Married,Bachelor,Male,2012,0
258408,19,11762.0,17643.0,0,5,5548.03,Aurora,49612.0,Ontario,Divorced,Bachelor,Male,2018,0
258799,16,19488.0,29232.0,0,5,4699.03,Star,73544.0,Ontario,Married,College,Male,2018,0
258849,20,25496.0,25496.0,1093,18,17253.73,Star,73544.0,British Columbia,Single,College,Male,2014,0
258860,34,49798.0,49798.0,454,18,4282.95,Star,61809.0,Ontario,Married,Bachelor,Male,2014,0
258951,24,37275.0,37275.0,484,18,2504.44,Star,73544.0,Ontario,Single,College,Male,2013,0
259067,16,25860.0,25860.0,1073,18,8002.31,Nova,73544.0,Ontario,Married,College,Male,2017,0
259110,31,46382.0,46382.0,941,18,12767.23,Aurora,73544.0,British Columbia,Single,College,Female,2014,0
259219,12,9935.0,9935.0,489,18,7388.73,Nova,73544.0,British Columbia,Married,College,Male,2017,0
259252,26,39031.0,39031.0,371,18,13745.05,Nova,61769.0,Quebec,Married,Bachelor,Female,2016,0
259342,26,40689.0,40689.0,349,18,2668.66,Star,54384.0,Quebec,Married,Bachelor,Male,2017,0
259446,18,25992.0,25992.0,0,18,21768.7,Aurora,57608.0,British Columbia,Married,Bachelor,Male,2015,0
259532,23,38568.0,38568.0,804,18,8160.69,Aurora,73544.0,Ontario,Married,College,Female,2013,0
259634,22,25825.0,25825.0,0,18,5070.35,Aurora,49351.0,British Columbia,Married,Bachelor,Male,2013,1
259734,7,7815.0,7815.0,0,18,32450.39,Nova,76145.0,British Columbia,Single,Bachelor,Male,2017,1
259789,24,38388.0,57582.0,600,5,2487.65,Star,28295.0,Newfoundland,Married,Bachelor,Male,2018,0
259878,30,50271.0,50271.0,439,18,2792.01,Star,48317.0,Yukon,Single,Bachelor,Female,2017,0
260000,27,29062.0,29062.0,1182,18,27945.89,Aurora,73544.0,British Columbia,Single,College,Male,2016,0
260155,31,54684.0,54684.0,1964,18,4727.35,Star,73544.0,British Columbia,Single,College,Male,2015,0
260245,52,78267.0,78267.0,0,18,2910.32,Nova,43280.0,British Columbia,Married,High School or Below,Female,2014,0
260408,22,36550.0,36550.0,593,18,15925.06,Nova,57119.0,Quebec,Married,Bachelor,Female,2015,0
260452,27,40310.0,40310.0,2272,18,5166.19,Nova,91030.0,Quebec,Married,Bachelor,Male,2012,0
260464,24,35340.0,35340.0,1147,18,2879.63,Nova,61561.0,Newfoundland,Married,Bachelor,Male,2013,0
260513,27,48847.0,48847.0,1914,18,4001.52,Star,101354.0,Alberta,Divorced,Master,Female,2013,0
260515,32,48676.0,48676.0,466,18,12741.85,Star,85364.0,British Columbia,Married,Bachelor,Male,2012,0
260622,11,12559.0,12559.0,1325,18,3409.68,Nova,94122.0,Quebec,Married,Bachelor,Female,2012,0
260712,15,23652.0,23652.0,502,18,4836.89,Star,60672.0,Nova Scotia,Married,Bachelor,Female,2017,1
260714,38,58102.0,58102.0,1402,18,2004.35,Star,73544.0,British Columbia,Divorced,College,Male,2014,0
260726,29,47801.0,47801.0,675,18,2759.98,Nova,99444.0,Nova Scotia,Married,Bachelor,Male,2017,0
260838,30,40653.0,40653.0,713,18,6382.58,Aurora,73544.0,Quebec,Married,College,Female,2016,0
260855,36,43698.0,43698.0,1237,18,2574.02,Star,57510.0,Manitoba,Single,Bachelor,Male,2014,0
261044,23,35750.0,35750.0,2204,18,2357.75,Star,237676.0,Ontario,Married,Doctor,Female,2016,0
261077,33,46367.0,46367.0,2134,18,11925.72,Nova,52406.0,Ontario,Single,Bachelor,Male,2012,0
261109,40,47727.0,47727.0,0,18,5358.27,Nova,93206.0,British Columbia,Married,Bachelor,Male,2012,0
261125,25,38806.0,38806.0,0,18,12023.75,Aurora,79097.0,Saskatchewan,Married,High School or Below,Male,2014,0
261187,3,7155.0,7155.0,0,18,9171.0,Nova,76129.0,Quebec,Married,Bachelor,Female,2018,0
261229,21,25586.0,25586.0,1088,18,4825.65,Star,76992.0,Quebec,Married,Bachelor,Male,2015,0
261273,12,27804.0,41706.0,0,5,5332.46,Star,50441.0,British Columbia,Married,Bachelor,Female,2018,0
261283,13,20946.0,20946.0,1397,18,4969.53,Star,77542.0,British Columbia,Married,Bachelor,Male,2013,0
261331,17,29923.0,29923.0,465,18,5989.77,Star,80816.0,Ontario,Single,Bachelor,Male,2013,0
261423,30,30861.0,30861.0,565,18,2797.76,Nova,78170.0,Ontario,Married,Bachelor,Male,2016,0
261426,8,7738.0,7738.0,934,18,3788.65,Nova,67680.0,Ontario,Divorced,Bachelor,Male,2017,1
261468,37,60300.0,60300.0,567,18,9429.63,Aurora,63965.0,British Columbia,Married,Bachelor,Female,2013,0
261573,23,31334.0,31334.0,0,18,4967.54,Star,52779.0,Nova Scotia,Married,Bachelor,Male,2012,0
261582,45,70933.0,70933.0,1522,18,4428.03,Star,74770.0,New Brunswick,Married,Bachelor,Male,2012,0
261715,15,29946.0,29946.0,498,18,11701.07,Nova,55641.0,Ontario,Married,Bachelor,Male,2015,0
261780,33,53007.0,53007.0,0,18,3803.92,Nova,60894.0,Ontario,Married,High School or Below,Female,2016,0
261787,29,48850.0,48850.0,1819,18,2168.52,Star,73544.0,Alberta,Single,College,Male,2016,0
261789,19,27335.0,27335.0,490,18,14014.1,Star,60458.0,Manitoba,Married,Bachelor,Male,2015,0
261832,23,26728.0,26728.0,984,18,5897.75,Star,60582.0,Quebec,Divorced,Bachelor,Female,2013,0
261957,30,47407.0,47407.0,2444,18,8510.76,Aurora,50955.0,Manitoba,Married,Bachelor,Male,2016,0
261964,29,38571.0,38571.0,0,18,3233.26,Nova,73544.0,Quebec,Single,College,Female,2014,0
262099,31,46778.0,46778.0,1043,18,2672.1,Star,70559.0,Ontario,Married,Bachelor,Male,2013,0
262176,27,40194.0,40194.0,464,18,2698.36,Star,96935.0,Ontario,Single,Bachelor,Male,2012,0
262177,34,54910.0,54910.0,1906,18,4835.78,Nova,58729.0,British Columbia,Married,Bachelor,Male,2017,0
262211,21,31642.0,31642.0,944,18,21903.91,Star,48191.0,Ontario,Married,Bachelor,Female,2016,0
262305,14,18936.0,18936.0,1084,18,2671.3,Star,65219.0,New Brunswick,Married,Bachelor,Male,2017,0
262336,20,31044.0,31044.0,0,18,8693.65,Aurora,96516.0,Quebec,Married,Bachelor,Male,2013,0
262351,1,702.0,702.0,522,18,7072.93,Aurora,98168.0,Quebec,Divorced,Bachelor,Female,2017,0
